Zipcode	SCORE	GRADE
11358	12	A
11103	18	
11377	29	
11418	51	
11213	33	
11372	13	A
10010	17	
11215	9	A
10019	12	A
10001	23	
11358	16	
10312	10	A
11226	36	
10023	20	
11419	2	A
10001	23	
11213	43	
11205	42	
11361		
11101	40	
10007	37	
10470	17	
10002	16	
10003		
11103	18	
10014	47	Z
11358	21	
11693		
10025	12	A
10017	43	
11377	10	A
	13	A
11427	13	A
11225	12	A
10475	7	A
10024	19	Z
11221	13	A
11215	26	B
11375	14	
10031	16	
11208	20	B
11367		
11372	7	A
10018	17	
10003	10	A
10019	18	
10009	51	
11234	19	B
10014	19	
10453	11	A
10169	12	A
11234	16	
10003	10	A
10027	4	C
10469	18	
10028	20	
11249	13	A
11378	28	
10028		
10011	14	
10019	12	A
10305	10	
11208	25	
11428	22	
11203	32	Z
10003	11	A
11430	9	A
11235	5	A
10014	87	
10459	17	
11372	13	
11432	11	A
11211	13	A
10452	5	A
11231	27	
11354	11	A
11372	30	
11213	13	A
11231	61	
11354	11	
11206	21	
11434	22	
11379	12	A
11201	9	A
11436	27	Z
11433	19	B
11373	13	A
10010	12	A
10032	23	B
10461	22	
11432	10	A
11220	73	
10031	23	
10461	12	A
11372	11	A
10457	12	A
10025	20	
11201	31	
10019	9	A
10011	7	A
11354	12	A
11238	35	
11101	42	
11358	11	A
10452	28	C
10028	43	
11106	31	
10018	26	B
10455	8	
10463	12	A
11220	28	
11102	13	A
11205	13	
11214	23	Z
11373	27	
11231		
11220	14	
11101	15	
11208	19	
11231	24	
10014	9	A
10003	13	A
10013	3	A
10009	10	A
10013	31	
11414		
11373	50	
10012	27	
10002	2	A
11220		
10458	17	
10027	17	Z
10011	18	
10004	11	A
11218		
10018	22	
11421	58	
11234	30	
11208	13	A
11435	12	A
11212	20	
11225	18	
10026		
11211	12	
10011	7	A
10026		
10001	10	A
10014	12	A
11372	61	
10011	36	
11217	63	
11004	21	
11432	44	
11238	11	A
11420	26	
10017	12	A
10022	7	A
11218	3	A
10466	8	A
11207	27	
10468	19	B
	18	
10014	12	A
10031	13	
11354	27	B
11215	13	A
11373	0	
11249	29	
11213	2	P
11691	15	B
10018	23	
10467	11	A
11363	13	A
10011	12	
11372		
10009	13	A
10473	19	
11355	20	B
10304	9	A
11375	13	A
10001	13	A
10034	22	
10033	29	
10014	28	C
10461	12	A
10003	13	A
10004	12	A
11426	20	
11432	12	
10032	17	
	14	
11206	17	B
10013	25	
11211	13	A
10467	27	
11224	9	A
11435	12	A
10024	19	Z
10001	20	
11373	5	A
11210	9	A
11377	117	
10011	17	
10001	3	A
	37	
11385	10	A
11432		
10011	10	A
10018	5	A
11213	7	A
10021	10	A
11226	17	
11214	21	
10462	12	
11103	10	A
10458	12	A
10019	11	A
10024	10	A
10004	4	A
11375	17	
10451	18	
10454	11	A
10460	10	A
11368	23	B
10014	16	
10001	32	
11434	15	
10013	24	
10025	12	A
11375	9	A
10031	13	A
10028	12	A
11249	61	
11211	25	B
11377	12	A
11355	13	A
11693	13	A
10458	23	Z
10470	12	A
11422	20	B
10463	24	B
10065	18	Not Yet Graded
10314	5	A
10452	30	
11429	29	
	32	
10031	19	Z
11370	12	A
10034	59	
11210	9	
11433	12	A
10128	39	
11419	11	A
10036	27	B
11249	49	
11102	18	B
10036	12	A
11357	9	
10022	79	Not Yet Graded
11355		
11214	84	
10029	15	
10018	13	A
11209	9	A
10036	26	
11217	57	C
11234	21	
10002	12	A
10016	18	
10022	13	A
10003	12	
10455	27	
10456		
10003	19	
11373	12	A
11104	7	A
10034	9	A
11203	12	A
10458	11	A
11694	26	
11385	25	B
11432	24	
10461	8	A
10012	25	B
11234	34	
10018	59	
11214	19	
10464	9	A
11215	9	A
10456	10	A
10025	23	Z
11103	11	A
11366	33	
10452		
11211	13	A
10036	9	A
11215	9	A
10474	27	
11354	8	A
11220	9	A
11212	15	
10029	22	
11215	152	Not Yet Graded
10036	12	A
11213	60	
10458	22	
10002	8	A
11215	5	A
10029	17	B
	26	
11106		
	45	C
10466	11	
11416	7	A
11208	10	A
11238		
10003	13	
10002	11	A
10039	5	A
10027	12	A
10031	33	
11234	20	
11215	152	Not Yet Graded
10003	10	A
11358	49	
11231	2	P
11249	14	
11233	44	
10451	13	A
11368	23	B
11217	36	
11215	13	A
11215	28	
11377	7	A
11214	12	A
11373	10	A
11223	17	B
10012	17	
11206	33	
11207	14	B
11209	24	
10025	24	
10458	9	
11218	20	B
11432	10	
11201	28	
10036	17	B
10031	9	A
10467	11	
10009	34	
10016	22	
10027	13	A
11238	50	
11103	12	A
11209	27	
10016	9	A
10013	11	
11375	15	
11385	10	A
11217	22	
11220	11	A
11105	33	
10036	132	
10462	15	
10017	9	A
11361	11	A
10016		
	12	A
10280	12	A
11233	30	
10014	7	A
11211	23	B
10013	37	C
10023	17	B
10065	8	A
11432	9	A
10459	9	
11237	10	A
11361	11	
10017	16	
11434	13	A
10025	15	B
10065	14	B
11209	23	
11209	11	A
11213	13	A
10305	16	
10469	10	A
11234	11	A
10459	11	A
11223	28	
10022	13	A
11360	67	
11220	12	A
11417	12	A
10013	5	A
11369	9	A
10310	7	A
11249	45	
11229	31	C
11418		
10305	51	
11214	10	A
11414	12	A
11211		
11430	28	
11220	13	A
10002	8	A
11375	18	
10002	9	A
10016	10	A
11419	34	
10169	4	A
11206	25	
10004	9	
11226	11	A
11420	29	
11105	9	A
10280	19	
11226	22	
10003	12	A
11372	36	C
10003		
10003	10	A
10467	16	
11238	18	
10036	11	A
11435		
11205	12	A
11201	17	
11101	25	
10009	35	
11235	27	
10003	10	A
11373	10	
10003	25	
11211	13	A
11218	41	
10005	7	A
11354	24	B
10016	12	A
11204	13	A
11212	15	
11217	17	B
10034	16	B
11225	24	Z
11365		
10305	7	A
10453	34	
11101	10	A
11358	31	
11221	11	A
11209	8	A
10011	12	A
11214	13	A
10036	30	
10013	23	B
11201	13	A
10462	38	
11415	12	A
11205	27	
11101	42	
10012	11	A
10065	39	C
10029	21	
10475	10	
10025	9	P
10013	12	
10038	12	A
10024	11	A
11354		
11355		
10458	31	
11212	17	
10471	28	
11106	6	
11103	13	A
10019	7	A
10017	44	
10005	9	A
10463	31	
10301	54	
10004	8	
10002	12	A
10002	22	
11418	20	
10036	12	A
11230	39	
10462	5	A
11220	27	
10014	22	B
10012	12	A
10038	79	
10466		
10022	7	A
10022	42	
11385	10	A
10019	11	A
10024		
11220	19	
	9	A
11419		
11377	77	
11205	9	
10012	22	
11219	17	
11372	8	A
11211	9	A
11216		
10013	12	A
11215	18	
10019	10	A
	33	C
11220	19	
11106	12	A
11208	61	
11207	10	A
11215	22	B
10025	21	
10462	24	
11365	10	A
11236	27	
10010	10	A
11354	17	
10016	10	A
11209	13	A
11231	13	A
10013	11	A
11205	22	
10016	38	
11368	12	A
11106	10	A
10002	32	
11355	27	
10022	13	A
10040	7	A
11379	21	
11231	5	A
10009	21	
10014	22	
11004	12	A
10305	12	
10022	12	A
11355	3	A
10305	28	
10128	23	
10038	10	A
11358	12	A
11208	7	A
10003	12	A
11355	8	A
11372	18	
11369	9	A
10012	13	A
10014	10	A
11421	59	
11235	24	
11220	20	
11355	13	A
11225	18	
10001	4	A
10468	12	A
11223	8	A
11375	8	A
10128	13	A
11220	41	
10036	12	A
11362	9	A
11106		
11228	25	B
10459	18	
10022	21	Z
11105	7	A
11354	12	A
11354	39	
10016	9	A
11210	31	
10461	11	A
11221	54	
10459	18	
10065	12	A
10458	11	A
11220	12	A
10002	27	
10019	12	A
11373	12	A
10453	29	
10010	46	
11435	20	
10022	13	A
11233	3	A
11365		
10462	11	A
10466	7	A
11214	46	
11222	12	A
11368	24	
10128	8	A
10014		
11377	19	
10011	12	A
11430	18	
11237	11	A
11101	23	
10021	11	A
11355	13	A
10018	10	A
10457	13	A
11238	12	A
10310	8	A
11358		
11430	10	A
11373	9	A
11220	26	
11220	22	
11201	16	
11226	12	
11423	10	A
10018	9	A
11434	11	A
10012	7	A
10468	10	A
10467	15	
11229	58	
10007	44	C
10033	18	
11418	15	
10003	37	
11234	12	A
10029		
10305	10	A
11368	26	
10029	13	A
10025	39	
10003	12	A
10018	14	
11435	37	
10036	12	A
11385	7	A
10002	12	A
10017	28	C
10003	12	A
10003	23	
10002	17	
11358	5	A
11249	12	A
10013	20	
10003	11	A
10003	14	
11229	13	A
11222	4	A
11212		
10001	34	
11101	13	A
10456	5	A
11223	0	A
11206	10	A
10305	24	
10019	7	A
11208		
11235	22	
10012	9	A
11230	13	A
10003	11	A
11417	24	
10451	19	B
10019	8	A
	77	
11218	48	
10003	29	
11226	23	
10009	28	
11434	7	A
11213	12	A
10019		
11385	16	
10024	12	A
10013	8	A
11238	36	Not Yet Graded
10011	36	
11357	7	A
11201	12	P
11206	19	
10010	10	A
10024	12	A
11368	23	
10007		
11220	29	
10011	12	A
10016		
10065	12	A
10036	11	A
10012	13	A
10022	12	
10011	12	A
10468	18	
10022		
10119	11	A
11375	13	A
	2	A
11217	11	A
10019	33	
11104		
10309	11	A
10036	11	A
10013	30	
11201	13	
10036		
10466	13	A
11222	22	B
10019	9	A
11203	2	P
11372		
10011	10	
10458	20	B
10036	11	A
10014		
10016	15	
10022	12	A
10033	12	A
11207	19	
10458	25	
11203	13	A
11357	17	B
10027	25	
11220	23	
11235	2	A
11237	36	
10005	7	
10036	10	
10312	15	
11216	7	A
11101	16	
10007	9	A
10012	12	A
11205	14	
11375	10	A
11249	22	
10029	11	A
11238	17	
10014	5	A
11230		
11238	24	
10010	18	
11214	12	A
10468	28	
11420	22	
11385	44	
11105		
10459		
10002	11	A
10301	54	
10314	44	C
11235	13	
11372	9	
11235	13	A
10029	2	
	57	C
11354	9	A
10463	10	A
10034	25	
10014	9	
11228	18	
10003	7	A
10022	12	A
10019	8	A
11209	29	C
10011	2	A
10462	11	A
10472		
10002	19	
11374	12	A
10021	11	
11419	14	B
10019		
11374	31	
11215	13	A
10303	9	A
11205		
10007	12	A
11365	16	
10007	5	A
11428	42	
11361	26	B
11417	13	A
10034	20	
10022		
10044	13	A
11204	27	B
10002	21	
11413	9	A
10037	20	B
11216	26	
11236	12	A
10036	17	B
10001		
11368	22	
10312	7	A
10007	24	
11358	10	A
10472	17	B
10003	25	
10016	18	
10011	5	A
11354	56	
10018	46	
11375	21	B
	60	
11421	47	
11236	10	A
10011	12	A
10011	9	A
10013	25	
10003	10	A
10461	38	C
11213	8	A
10465	8	A
	9	A
10038	5	A
11217	2	A
10009	12	A
10019	12	A
10019	28	C
11211	33	
10022	12	A
10451	10	
10025	23	
10007	12	A
10306	7	A
11220	13	A
11233	2	A
	48	
11105	15	B
11201	12	A
10463	22	
11358	10	A
11385	26	B
11430	21	
11418	13	A
11416	22	
10003	2	A
11420	7	A
11213	3	A
11220	12	A
10036	40	
10018	36	
11040	28	
11368	18	
11373	12	A
10024	21	
11201	19	
10457	28	
10013	28	
10040		
10009	13	A
10128	22	
10303	11	A
11212	2	A
10462	9	A
10028	18	B
10009	33	
10025	24	
10002	12	A
10030	9	A
10462	22	
11208		
11203	30	
10010	10	A
11356	8	A
10021	7	A
11217	19	
11223	11	A
11413	49	
10002	30	
11373	50	
10024	24	
10458	32	
10474	25	B
11205	22	
10003	13	A
10472	27	B
11226	43	Z
10468	5	
10007	13	A
11372	57	
11203	14	
11220	8	A
11236	59	
11234	25	
11215	27	B
10458	24	
11385	34	
10310	18	Z
11210	23	
10458	12	A
11201	41	
	10	A
11233	12	A
11216	25	
10022	20	
10461	38	
10462	10	A
11356	13	A
10027	9	A
11362	13	A
10472	12	
10010	8	A
10014	27	B
10003	74	
10036	13	A
11368	13	A
11226	17	
10471	20	
10472	11	
11204	12	A
11355	10	A
10025	26	
10028	25	B
10031		
10003	50	
10019	20	
11355	13	A
11418	13	A
11354	9	A
10029	23	B
11223	20	
11354	0	
11229	14	
11214	11	A
10002	17	
10065	44	Z
10002	13	
10036		
10003	30	
11205	13	A
10035	27	
10009		
10036	25	Z
11215	8	A
10006	29	
10002	9	
11207	12	A
11420	10	A
10030	23	
11360	16	
11102		
10019	22	
10024	23	
10001	13	A
10036	24	
11101	2	Not Yet Graded
11354	20	
11228	27	
10027	13	
11206	13	A
10016	19	
10036	12	A
11207	19	B
11215	33	
10004	28	
11204	13	A
11233	22	
11226		
11201	40	
11364	7	A
10039	26	
10454	13	A
10003	0	
11220	29	
10027	22	
11373	12	
11201	20	
10028	11	A
11235	17	
11228	34	C
10459	10	A
11385	12	A
11375	27	
10017	18	B
10453	21	B
10002	10	A
11385	56	
10013	12	
10464	17	B
10304	70	
11364	12	A
10304	54	
11427	26	
11214	13	A
10011	11	A
10012	18	
11230	3	Z
10466	9	A
10305	9	A
10003	12	A
11206	37	
10025	24	
10038	9	A
10005	8	
11223	43	
10019	29	
10028	18	B
11225	7	A
10019	12	A
11222	13	
11432	9	A
11230	17	Z
11212	24	
10019	37	
10019	9	A
11355	31	
10305	9	A
10009	9	A
10029	28	
11215	7	A
11372	27	
11426	9	A
11218	20	B
10025	13	A
10027	9	A
11430	33	
11101	13	A
10034	27	
11372	24	
11368	19	
11222	8	A
11368	8	A
11106	12	A
	12	A
11102	27	B
10468	61	
11434	12	A
10009	48	
10001	26	
10280	26	B
11201		
10011	18	
10019	30	
11220	42	
10019	12	A
10301	15	
11229	21	B
10032	6	A
11215	24	
10003		
10065	24	
10466	13	
10023	38	
10018	35	
11204	31	
11201	31	
10038	10	A
11215	18	
10472	24	
10306	12	A
11432	13	A
10017	12	A
11355	30	
11234	27	
11209	28	
10036	12	A
11223	11	A
10314	9	A
11103	7	A
10306	12	A
11377	21	
11233	18	
10026	10	A
10458	16	
10003	12	A
10128	16	
11354	50	
11215	50	
10001	16	
11238	46	
11221	14	
10016	17	
11204	25	
10003	22	
10003	4	A
11201	13	A
11213	19	
10314	26	
11218	11	
10040	22	Z
11220	9	A
10306	13	A
10025	4	A
11106	17	
11203	21	
11229	10	A
10011	16	B
10306	12	A
11232	9	A
10029	20	
11106	12	A
10012	14	
11215	17	
11220	13	A
11220	63	
11102	21	
11354	27	Z
10018	12	A
10007	3	A
10170	9	A
10469	19	B
11691	17	
10036	10	A
10003	32	
11101	12	
11104	29	
10467	9	A
10013	19	
11101	7	A
11435	7	A
11369		
11375	25	
11235	13	A
10007	12	A
10001	27	Z
11209	12	A
10018	46	
11238	11	A
10011	24	Not Yet Graded
10002	13	A
10033	20	
10007	12	A
11370	16	
10014	12	A
11223	13	A
11102	18	C
10004	8	A
11419	70	
10009		
11361	37	C
10017	11	A
10011	11	A
11385	26	
10040	10	A
11040	30	
11106	11	A
11217		
11373	48	
11103	13	A
10465	11	A
10029	24	
11233	22	B
11214	23	
11104		
11101	21	Z
10006	34	
11210	18	
11358	12	A
11233	16	B
10003	8	A
11221	11	A
10002	12	A
10016	13	A
11213	9	A
11101	10	A
10022	42	
11217		
10001	16	
11220	12	A
10025	29	
11105	23	
11234	26	B
10019	2	A
11385	11	A
10459	18	
11361	48	
10001	45	
11368	33	
10128	17	
	13	A
10451	45	
11369	10	A
10011	51	
10003	17	Z
11378	19	
10002	12	A
10458	19	
11215	11	A
11105	10	A
10012	30	
10016	46	Z
11211	17	
11375	10	A
11421	27	
	51	
10121	5	A
10003	12	A
11213	13	A
11201	28	
11209	42	C
10036	18	Z
10013	54	
10455	13	
11368	29	
10309	11	A
10037	18	
10469	8	A
10458	13	A
10004	43	
10010	13	A
11415	13	A
10007	13	A
10003	12	A
11434	25	
10010	12	A
11205	23	
10012	20	
11218	42	
10454	44	C
10314	34	
10023	13	A
10459	86	
11220	7	A
11223	10	A
10302	12	A
10031	21	
10036	24	
11103	15	
11366	12	A
10026		
11201		
11375	19	
11215	48	
10013	11	A
11233	12	A
10016	12	A
11201	13	A
	46	
11214		
10458	25	
10027	37	
10036	13	A
11366	33	
10003	13	A
11222	10	A
10016	11	A
10007	5	A
10012	10	A
10309	22	
10036	14	
10036	25	
10467	21	
11357	13	A
10003	19	B
11101	9	A
10474	50	
10309	33	
10023	20	
10019	9	A
11218	23	
11217	64	Z
10019	9	A
10022	13	A
11249	12	A
10012	21	
11433	13	
11206	11	A
10012	7	A
11211	15	
11226	12	
11419	13	A
10065	9	A
10002	43	
11101	9	A
10018	10	A
11238	10	A
10016	66	
10019	32	
11385	0	
11218	23	
11215	17	
11209	20	B
10019	13	A
11219	10	A
11218	18	B
11206	22	
11215	9	
10460	7	A
10019	11	A
10452	3	
10018	28	C
10020	11	A
11213	44	
11212		
10034	24	
11235	10	A
11210	18	B
10018	22	
11223	11	
11211	7	A
11375	10	A
10463		
11419	40	C
11209	12	A
10013	2	A
10011	28	
11230	13	A
10024	13	A
10065	15	
11373	7	A
11217	11	A
11223	7	A
11417	38	C
10128	13	
11368	8	A
11238	50	
11236	11	A
11419	9	A
11414	33	
11220	7	A
11212	24	
11377	57	
11360	10	
11101		
11209	41	
10002	6	A
11201	8	A
11220	11	A
11249	52	
10016	10	A
10006	49	C
10009	10	A
11238	10	A
11355	26	
10461	8	A
10024	40	
10025	10	
11214	10	A
11211	25	
11418	26	
11204	15	
11378	30	
11233	31	C
10309	46	
11214	13	A
10013		
10018	11	A
10013	22	
11104	9	A
11379	19	B
10004	11	
10022	12	A
11201	13	A
11210	17	
11040	29	C
10002	25	
10010	11	
10119	13	A
10065	5	A
10304	32	
11235	10	A
10013	12	A
10038	64	
11222	12	A
10040	12	A
	20	
11356	11	
10312	19	
10004	85	
11238	12	A
10468	25	
11354	24	
11230	15	
10023	10	A
11231	27	
10011	39	
10472	24	
11205	13	A
11229	7	A
11238	12	A
10001	36	
11249	18	B
11201	6	A
11215	8	A
10303		
10002	10	A
10001	14	
11232	14	B
11385	29	
11423	43	
11238	32	
10025	24	B
10471	14	B
11418	46	
10314	5	A
11375	42	C
10019	7	A
10018		
10456	28	
10011	24	
11237	53	
10458	24	B
10470	18	
11205	28	C
11224	37	
10003	12	A
11234	13	A
11379	9	A
11203	13	A
10010	19	
10027	12	
10458	9	A
11232	57	
11231	48	
10011	9	A
10003	14	B
10065	12	A
11230	16	
11208	14	
10023	25	
10112	17	
11354	8	A
10011	12	A
10025	19	B
10013	21	Z
11219	26	B
10036	22	B
10010	26	
10452	20	
11421	27	
10013	33	
10011		
10012	9	
10001	101	
11432	11	A
10028	22	
10454	35	Z
10016	67	
11219	50	
10014		
11239	48	
10013	63	Not Yet Graded
10003	32	
10012	7	A
10036	11	A
11421	26	
10012	17	
11373	2	A
11216	14	
11205	20	
10024	26	
11238	30	
10065	31	
11201	19	
10036	10	A
10011	14	
10014	35	
11411	12	A
10031	52	
10017	13	A
10025	18	
11355	15	
	11	A
10036	19	
10002	12	A
10036	12	A
	11	A
11374	13	A
11366		
10065	11	A
10019	33	
10014		
11373	11	A
10014		
11373	38	
11220	20	B
11235	18	
10310	28	
11225	11	
11429	12	
10025	13	A
11375	17	
11103	29	
11211	10	A
10024		
11205	14	B
11218	37	
10028	12	A
11201	12	A
10075	12	
11358	18	
10036	8	A
11235	34	
11101	12	A
11201	17	
10065	13	A
10035	7	A
11238	18	
10012		
10469	14	B
10459	12	
10458	20	
11236	23	
10009	20	
11220	10	
11385	12	
10455	52	
11203	11	A
11212	13	A
11385	27	
11201	9	A
10001	20	
10029	12	A
11419	17	
11105	10	
11355	12	A
10467	20	
11235	28	
11101	2	
11362	35	
11432	11	A
11435	91	Not Yet Graded
11236	11	A
11412	14	
11220	8	A
10031	24	
11419	11	A
10004	13	A
11230	10	A
10003	9	P
11419	2	
11220	89	
10454	56	
11210	19	
11211	10	A
10462	25	
10018	65	C
10002	13	A
10465	10	A
10012	5	
11377	16	
10032	31	
11101	13	A
10013	12	A
11377	27	
11223	12	A
11210	22	
11373	34	
11231	9	A
11373	7	Not Yet Graded
10019	22	
10019		
11368	35	
10016	55	
10458	8	A
11223	11	A
10013	11	
11228	12	A
		
10036	29	
	3	A
10002	10	A
11203	19	
10463	10	A
11217	12	A
11217	5	
10467	10	A
11226	15	
10452	7	A
10034	13	A
10036	11	
10011	25	
	15	
11219	10	
10022	12	A
11354	30	
11101	63	C
11355	11	
11368	8	A
10007	11	A
11432	12	
10013	10	A
10007	13	A
11226	13	A
10461	19	Not Yet Graded
11220	34	
10013	19	
11217	20	B
11385	9	P
10314	12	A
10014		
11215	24	B
10018	24	
11419	10	A
11216	11	A
10003	24	
11373	13	A
11040	20	
	26	
10312	8	A
11234	41	
11373	16	
10457	9	
10308	12	A
10002	30	
10456	30	
11422	9	A
11101	13	A
10040	56	
10017	32	
11358		
11361	22	
11201	12	A
10012	7	A
10020	21	
10128	15	
11354	14	
10004	7	A
11421	13	A
10128	19	
11236	27	
10016	15	
11372	6	
11219		
11213	22	
10013	24	B
10468	17	
10014	5	A
11040	11	A
10013	18	
11224	6	A
10469	8	A
11209	13	A
11368	20	
10014	18	
10018	22	Z
10473	9	A
10018	9	A
11372	32	
10009	8	A
10036	23	Z
10458	32	
11238	12	A
10472	7	
10038	79	
11220	25	B
11203	7	A
10012	5	A
10461	41	
11249	21	
10036	12	
10017	7	A
10306	4	A
11222	10	A
10305		
10027	17	B
10112	11	
10307		
11203	4	
11366	5	A
11693	20	
11101	9	
10004	9	A
11232	26	
10474	21	
11103	12	A
11372	39	
10016	29	
11209	11	
10018	48	
11377	13	A
11205	18	B
10024	37	
11355	5	A
11225	12	
10462	41	
11417	53	
10001	5	P
10452	15	
11433	54	
10011	13	
11420	22	
10019	36	
10005	24	
11220	42	
10472	10	A
10458	9	A
11355	18	
10019	11	A
11357	24	
10001	34	
10013	2	A
11220	20	
10011	12	
11237	13	A
10475	9	A
11426	16	
11420	9	A
10009	23	B
11203	13	
11385	22	B
11105	8	
11372	19	B
11222	5	P
11230	57	
11222	28	
11220	4	P
10029	42	
11214	49	
10454	53	
11428	6	A
10003	13	A
10457	78	
10464	16	B
11374	23	
11434	9	P
10465	12	A
10036	11	A
11104	13	A
11101	25	
11225	18	
10002	15	
10027	7	A
10001	13	A
11201	12	A
10012	22	
10463	23	B
10003	11	A
10308	11	A
10014	27	
10017	8	A
11201	10	A
10036	10	P
11235	12	A
11220	22	
11222	39	
10310	0	A
10036	17	
10001	46	
11214	28	
10303	22	
10028	21	
10013	26	
11235	12	A
10473	17	
10455	21	Not Yet Graded
10462	50	
10012	8	A
11435	27	
	22	
	9	A
10456	40	
10022	47	
	4	A
10011	17	
	13	A
11102	12	
10305	25	
10018	5	A
10451		
10461	25	Z
11222	11	
11414	16	
	11	A
10001	11	A
11385	12	A
10036	21	
10014	12	A
11040	12	A
10003		
11385	17	Z
10028	21	
11201	32	
10036	27	
10028	27	
10009	9	A
11360	28	
11220	12	A
11354	20	
11375	15	
11218		
11354	17	
10128	23	
11215	12	A
11435	9	A
11385	8	A
11104	2	A
11101	13	A
10309	48	
11237	22	Z
11377	23	
10018	12	A
10002	23	
11368	11	A
10003		
11220	67	
11204	8	A
11213	22	
10307	10	A
10025	25	
11216	12	A
11232	12	A
10456	13	A
11106	4	
10019	12	A
11209	12	A
11205	40	
10019		
10455	12	A
10302	29	
11226	13	A
10307	12	A
10022	8	A
10009	24	
11222	12	A
11430	13	A
10018	7	A
	10	A
10011	12	A
10014	12	Z
11213	21	
10019	11	A
10036	13	A
11368	13	A
10452	25	B
11210	7	A
11225	16	
11694	14	
10010	12	A
11356	20	
10003	10	P
10025	7	A
10033	48	
11372	9	A
10003	11	
10455	13	
10001	20	
11369	10	A
11367	13	
11230	13	A
10002	6	A
11372	20	Not Yet Graded
10457	13	A
10036	11	A
10017	7	A
	8	A
10021	7	A
10461		
11101	18	
10003	12	A
11220	12	A
11226	13	
10467	11	
10012	55	
11212	63	
11354	21	B
10065	13	A
10002	35	
11375	10	A
10119		
11222	10	A
10280	10	A
11201	12	A
11358	13	A
11357	18	
10472	18	
11206	26	B
11354	15	B
10003	12	P
10023	27	
10028	10	A
11104		
11104		
11229	26	B
11207	20	
11217	13	A
11433	17	
10036	10	A
10451	31	
10022	9	A
10314	11	A
11237		
11363	8	A
11209		
11228	12	A
10020	8	A
	20	B
10018	32	
10019	9	A
11430	10	A
11106	22	
10009	15	
11223	2	P
11226	13	
11432	17	B
11434	10	A
11378	9	A
11372	9	A
10471	22	
10018	70	
10302	32	
10452	10	A
11237	11	A
11101	22	
10033	4	Z
10026	12	A
11375	16	
11372	20	
11385	12	A
11211	36	
11426	13	A
10025		
11354	13	A
11420	13	A
11373	18	
11379	12	A
11362	8	A
11214	15	
11417	23	
10306	12	A
10472	28	
11355	25	
10458	12	A
11103	13	A
11220	39	Z
11105	11	A
11417	13	
10038	13	A
10036	9	A
10019	106	
10012	30	
10010	11	A
10013	53	
11209	65	
11366	13	A
10011	8	A
11421		
11375	12	A
10017	25	
11105	6	A
11220	23	
10036	5	A
11430	41	
11422	13	A
11419	13	A
10472	36	
11105	14	B
11201	17	
11372	29	
11233	44	
11372	10	A
10028	27	
11428	18	B
10036	29	
10011		
10003	6	
10014	21	
10009		
11355	40	
10001	13	A
10017	7	A
10009	7	A
10468	11	A
11213	36	
11205	13	A
10026		
10029	22	
11430	21	
10304		
10003	28	
11219	21	
11369	10	A
10028	10	A
10036	12	A
10065		
11235	10	A
10467	25	
10038		
11377	10	A
10467	5	A
11436	12	A
10019	24	
10458	19	
11203	12	A
10036	23	
11238	12	A
11212	20	
10314	13	A
10023	5	A
11220	13	A
10305	73	
11208	26	
10003	27	
10463		
10011	24	
10013	13	A
11204		
10011	42	
10002	67	
10301	34	
11372	12	
10036	17	
11354	51	
11218	18	
10465	10	
11219	19	
11416		
10167	4	A
11229	7	
10022	23	
10029	12	A
10004	43	
10301	13	Not Yet Graded
11211	22	Z
10458	42	
11368	30	
11101	31	
10001		
11377	9	A
10301	21	
10075	21	
11215	32	
10002	24	B
10028	35	
11238	15	
11354	21	
11226	87	
11355	27	B
10024	9	A
10452	28	
10007	24	
10018	13	A
10036	33	
11226	62	
11420	8	A
11362	8	A
10470	4	A
11354	13	A
11233	10	A
11208	26	
10458	17	
10014	62	Not Yet Graded
11232	41	Z
10455	10	A
10305	10	A
10024	12	A
11355	11	
11204	12	A
10012	4	C
11203	35	
11369	36	
10013	22	
11236	56	
10457	9	A
10016	20	
10065	11	A
10004	8	A
11249	6	A
11220	42	
11249	7	A
11220	25	B
11220	13	A
10003	13	A
10471		
11435	9	A
10465	5	A
10023	7	A
10007	23	B
10003	23	B
11214	11	A
11420	18	
11232	40	
11222	9	A
11375	27	
10003	78	
10019	25	
11221	11	A
11220	17	
11372	15	
10007	11	A
10013	9	A
11207	12	
	20	
11101	12	A
10019	9	A
10010	33	C
11354	9	A
11230	45	
10454	12	A
11238	8	A
11366	12	A
10459	29	
11230	32	C
10458	21	
10016	25	
11422	26	
10461	11	A
	37	
11215	20	
11354	18	
11208	17	
10017	20	
10033	23	
11237	12	A
10028	13	A
10013	12	A
11373	20	
10031	19	
11211	12	A
11230	10	
11213	22	
11219		
10038	13	A
10036	43	
11228	11	A
10469	16	
11432	23	
10036	9	A
11249	12	A
11357	22	
10003	11	A
10003	13	A
10003	41	
10028	9	A
11216	12	A
11206	45	
10016	29	
10013	13	A
11216	11	A
11369	11	A
10014	15	
10009	19	
10036		
11208	21	
11385	11	A
11220	12	
10453	12	A
11373	26	
10468	29	
11249	18	
10012	62	
11432	20	
11237	18	
11430	12	A
11221	52	
11249	21	
11230	9	A
11372	24	
10454	11	A
10465	10	A
10003	58	
11237	41	C
10012		
	12	A
10020	7	A
11234	19	
10001	36	
11236		
10025	24	B
11104	12	A
10028	12	A
10466	26	Z
11217	32	C
10452	35	
10314	36	
10012	21	B
11358	25	Z
11210	15	
11365	12	A
11435	14	
10466	47	
10465		
10014	17	
11201	15	B
	18	
10029	37	Z
11215		
11236	11	A
11221	60	C
10002	15	
10003	25	
