Zipcode	SCORE	GRADE
11385	14	B
10465	12	A
10017	21	
10017	17	
10019	90	
10306	15	
11375	2	A
11206	27	Z
11368	10	
11419	23	
11106	27	
11218	-1	B
10006	30	
10001	7	A
11435	21	
11220	12	A
10461	6	
10463	9	A
11354		
11435	13	A
10310	10	A
10451	7	A
10021	9	A
11201	17	A
11205	13	
10455	22	
11215	32	
10463	9	A
11201		
10025	17	
11354	26	
11355	24	
10280	9	A
10001	28	
11373	6	A
10016	12	A
10033	12	A
10012	7	A
10305	13	A
11215	12	A
11209	16	
10019	8	A
10011	13	A
11237	8	A
10019	31	
10451	61	
10025	7	A
11226	26	B
11435	21	
11426	35	Z
10019	9	A
10013	17	
10036		
10018	11	A
11105	23	
11222	8	A
11373		
11418	10	A
11103	28	
11217	11	
11422	32	
10018	38	
10461	29	
11354	82	
10019	5	
10002	13	A
11214	13	A
11432	13	A
10027	11	A
10030	51	
10011	43	
10467	9	A
10019	15	
11222		
10010	48	
	21	
11357	7	A
10012		
10474	23	
11207	12	
11212	18	B
11372	45	
10310	46	
10016	15	
10460	11	A
10468	12	
10451	50	
11232	19	B
10065	44	
11372	12	A
11201	33	
10451		
11101	13	A
11203	13	A
11432	9	A
10001	31	
11220	15	B
11203	68	
11231	9	A
11225	12	A
10459	16	
10013	4	P
10458	17	
11101	31	
10075	11	A
11430	3	A
11105	21	
11201	25	
10019	33	
10013	35	C
10038	7	A
11201	27	
10012	8	A
10033	21	B
10013	7	A
11354	26	Z
10458	9	A
10010	13	A
11220	26	B
11237	8	A
11377	9	A
11220	17	
10001	57	
11385	11	A
10025	5	A
11229	34	
11249	3	A
11416	9	A
11421	13	A
11206	21	
10021	7	A
10016	13	A
10279	12	A
11354	33	C
11372		
11230	37	
11377	34	
10010	13	A
11230	21	
10038	12	A
10034	22	B
10018	35	
10005	19	Z
10018	30	
11105	37	
11432	51	
10001	7	A
10457	15	
11361	47	
10003	13	
11206	21	
10468	11	A
11691	11	A
10012	19	
11236	21	B
11216	18	
11372	29	
10003	12	A
10017	38	
10019	10	A
10473	17	
11102	27	
11249	22	
11209	12	A
11225	29	
11230		
10453	10	A
11249	5	A
10029	40	
11225	7	A
11214	8	A
10465	13	
11375	30	
11223	10	A
11249	27	
11361	12	A
10065	21	
11378	11	A
10003	21	
11229	23	
10002	34	
11204	19	
11203	12	
11249	22	
11372	13	A
11230	65	
11104	12	A
11213	18	
11103	7	A
11217	52	
10017	45	
10025	12	
11211	14	
10019	34	Z
11206	51	
10002	15	
10470	7	
10014		
11211	10	
11379	13	A
11226	31	
10309	4	A
10010	71	
10013	13	
10452	17	
11218		
11691	22	
11233	10	A
11223	12	A
10036	9	A
10022	13	A
10028	56	
11208	12	A
11372	12	A
10306	28	
11366	14	
10012	17	
10004	10	A
	44	
10462	13	A
11368	23	
10457	5	A
10002	10	A
10038	12	A
10009	12	
11238	34	
10308	12	A
	35	
11213	13	A
10002	9	A
11423	13	A
11355	20	B
11358	17	
10017	12	A
10128	14	
10014	7	A
10452	20	
11421	40	C
11217	10	
11360		
10305	17	
10013	9	A
10023	31	
10169	12	A
10016	30	
10018	26	
11418	12	
11211	12	A
11224	2	A
11233	5	
10011	10	A
10016	26	B
10019	27	
11216	11	A
11434	26	
11201	27	
10022	31	C
11249	22	
10014	33	Z
10017	12	A
11211		
10019	13	A
	18	
11375	7	A
11103	12	A
10463	18	
11354	31	
11101	9	A
11354	19	
10021	20	
10028	10	A
11416		
11428	13	A
11356	24	
10021	31	
11205		
11434	17	
10013	30	
11103	32	
10004	20	B
11230	7	A
11385	9	A
11226	10	A
10028	9	A
11204	25	
11206	17	
11364	25	
11429	63	C
10022	7	A
10040	12	A
10012	25	B
11201	9	A
11201	9	A
10001	12	A
10014	11	A
10032	34	
10003		
10028	43	
10454		
10013	38	C
10036	22	
11211	14	
11201	44	
11226		
10036	44	
11204	27	
11234	0	P
10468	25	
10016	26	
		
10001	33	
11220	30	
11430	21	
10014	20	
11230	12	A
10001		
10036	35	
11367	34	
11210	16	B
10128	37	
10459	41	
	12	A
10019	11	A
11385	13	A
11217	3	A
11375	12	A
11103	27	Z
11201	14	
11226	68	
11432	13	
11237	35	
11430	12	A
10013	18	
11217		
10036	30	
10009	12	A
11235	12	A
10471	17	B
10467	30	
10019		
11220	12	A
11218	19	
11432	18	
11225	29	
10472	10	A
11217	12	A
11222	17	
	27	
10014	21	A
	18	
11101	20	
10013	20	
10001	13	A
11354	13	A
11210	12	
10458	12	A
11432	13	A
10038	27	Z
11372	27	Z
11102	43	
10075	17	
	27	
11367	11	A
10012	17	
10037	11	
11354	7	A
11224	17	
11206	57	
10461	13	A
11215	5	A
10009	17	
10003	13	A
10018	40	C
10036	58	
10001	38	
10016	12	A
11418	22	
10002	26	
10301	8	A
11220	11	A
10471	19	
11372	11	
11238	21	B
10002		
11220	2	P
10019	12	A
11106	29	
11238	5	A
11208	9	A
11226		
10065	11	A
11103	13	A
11206	8	A
10453	7	A
11231	31	
11105	13	A
11421	26	B
11355	32	
10031		
10469		
10009	26	
10014	13	A
11385	26	
11369	12	A
10027	13	A
11355	9	A
10010	9	A
10036	34	C
10011	43	
11427	31	
11235	12	A
10017	11	A
10017	10	A
11212	14	
11355	12	A
10002	18	B
10003	26	
11377	17	B
10016	20	
10011		
11230	9	A
11375	17	
10017	9	A
11101	16	
10036	11	A
11220	13	A
11104	2	A
11413	18	
10003		
11232	41	Z
10314	13	A
10036	16	B
10002	45	
11235	13	A
11694	32	
10003	24	B
11213	21	
11432	4	A
10034	10	A
11435		
10452	24	B
11356	26	B
10002	21	
11212	12	
11101	10	A
11218	11	A
11101	32	
10452	12	A
10472	15	
11232	44	
11693	46	
10017	0	A
10001	24	
10075	9	A
11213	58	
11377	17	
	12	A
11355	21	
10463	11	A
10035	19	
10012	10	A
10012	19	
11209	6	A
10121	9	A
10012	10	A
10014	5	A
10026	12	
11237	12	A
10462	27	
10024	26	
11201	60	
11369	12	A
10463	22	Z
11237	23	B
11421		
10452	8	A
10010	20	B
11106	12	
10028	30	
11209	19	
11421	7	A
10039	6	A
11205	4	
10040	13	A
10016	9	A
10128	36	
11214	32	
11217	9	A
10009	7	A
10452	33	C
10010	36	Z
10013		
11432	9	A
10034	23	
10466	11	A
10075	16	
11372	48	
10305	24	
11430	5	A
11235	21	
11104		
10030	5	
10002	25	
11217	10	A
10001	55	C
10463	18	
10036	43	
10026	11	A
11372	15	B
10012	20	
10310	30	
10003	18	
10128	25	B
11230	67	
11430	28	
11355	13	A
10009	13	A
11377	22	
10462	24	
11421	10	A
10314	36	
11218		
11210	18	
11385	6	
11249	34	
10007	10	A
11413	22	Not Yet Graded
10001	12	A
	30	
11209		
11236	13	
11220	12	A
11435	13	
10017	12	A
11103	9	A
10016	20	B
11357	12	A
10034	10	A
11365	8	A
11361	12	A
10469	12	A
11203	9	A
10007	35	
10036	19	
10023	9	A
10453	31	C
11385	8	A
11222	11	A
11367	13	A
10036	9	
11368	11	A
11220	16	B
10002	12	A
10032	40	
11217	9	A
11222	11	A
11422	14	
11236	10	A
10007		
10010	12	A
11203	38	Not Yet Graded
10017	4	A
10013	11	A
11249	12	A
11372	8	A
10001	42	
10024	7	A
11214	11	A
10457	7	A
10012	9	A
10036	7	A
10468	13	A
10017	48	
10011	21	
11209	11	A
11220	29	
10012	36	
10305	31	
11235	12	A
10453	84	
11101		
11378	41	
11419	33	
11211	7	A
10003	11	A
10021	10	A
10012	13	A
11211	2	A
11105	12	A
11385	10	A
10038	13	A
10024	9	A
10016	20	
11101	7	A
11691	11	A
10065	12	A
10463	11	A
10467	18	
10003	20	
10036	10	A
11201		
11422	7	A
11373	24	
11230		
11372	17	
11372	38	
11358	25	B
10019	11	A
11229	2	A
11201	23	
11237	26	
11220	15	
11103	12	A
10462	25	
10011	20	
	12	
11354	24	
11217	5	A
10022	18	
10013	12	A
10001	6	A
10451	22	
11214	12	A
10466	9	A
10036	38	
11385	10	
10011	10	A
11220	27	
11211	12	A
11434	56	
11238	7	A
11418	22	
11372	9	A
10030	12	A
10461	23	B
11226	13	A
10001	22	B
10022	10	
11373	3	P
10013	21	B
10467	16	
10030	9	A
	12	A
10017	36	
10459	9	Z
11366	13	
10016	47	
11428	18	
11205	26	
11220	24	B
10032	0	A
11378	17	
10075	23	
10463	39	
10036	5	A
10312	40	
10013	13	A
11106	31	
10033	12	A
11249	0	A
11354	14	
10308	23	
10018	13	A
11222	23	
11435	53	
11691	5	P
11201	12	A
10011	19	
10036	33	
11215	12	A
10012	7	A
11223	8	A
10016	20	Z
11373	9	A
11213	48	C
11225	9	
10025	9	A
10023	33	
10452		
10012	11	A
10019	13	A
10472	34	
11222	6	A
11221	19	B
10032	13	A
10036	12	A
10005	7	A
10065	13	A
10002	13	A
11355	3	
10007	16	B
11235	13	A
10458	17	
11206	22	
10011		
10022	16	
11231	11	A
11238	11	A
11231	29	
11249	16	
11211		
11367	33	
10309	18	
11372	5	A
11427	10	A
10013	12	A
10009	11	A
10028	13	A
10003	13	
10019	8	A
10019	12	A
10469		
11691	27	B
10474	51	
10019	26	
11215	20	
10016	12	A
11235	11	A
11375	12	A
11236	67	
11419	31	
11231	61	C
11211	53	
10036	21	
11220	8	A
10462	24	
11205	12	A
11106	12	A
11238	12	A
11211	27	
11102	32	
10472	36	
10028	42	
11222	38	
10002	55	
11220	12	A
10019	34	
11223	40	
11102	10	A
10010	32	
10028	18	B
11216	27	Z
11220	8	A
11249	12	A
11211	27	B
10467	37	
11368	9	A
10019	29	
10451	58	
10017	19	
10036	117	
11237	12	
11101	11	A
10016	20	B
11210	18	
10029		
10002	11	A
11101	22	
10016	12	
11372	7	A
10001	19	
11219	13	A
10013	12	A
11213	47	
11418	13	A
10018	17	
10012	24	
11209		
10314	21	B
11221	9	A
11226	10	A
11368	32	
11249	8	A
11238	5	A
11232	13	A
11201	12	A
10019	10	A
11370	13	A
11432	2	A
10009	32	
11222	13	A
10003		
10001	12	
11355	24	B
10002	21	
10005	15	
11429	8	A
10018	27	
	10	A
11377	44	C
11369	10	A
10023	19	B
11354	23	
11354	25	Z
10128	12	A
11373	14	B
10469	10	A
10452	20	
11354	58	
11201	12	A
11358	26	
10001	66	
10016	12	A
11220		
11214	25	
10009	7	A
11209	35	
11205	31	
10031	21	
10018	23	
11209	20	
11217	50	
11204	19	
11204	13	A
11358	14	
11354	55	Z
10019	32	
10002	30	
10002	10	A
10458	23	
10013	12	A
11354	12	
11207	9	A
10003	9	
11377	11	A
10312	19	
11358		
11435	11	A
11105	13	A
10002	11	A
10016	39	
10458	22	
10469	10	A
10036	18	
11220	13	A
10003	33	C
10036	13	A
11103	11	
11226	24	
10011	10	
10016	27	Z
11378	55	
	24	
11101	11	A
10033	8	A
11205	10	A
10036	49	
11220	42	
11216	12	A
11220	20	
11236	26	
10452	15	
10017	6	A
10031		
10034	10	A
10001	10	A
10467	5	A
10004	74	
11220	36	
10458	19	B
11354	11	
11385	13	A
10002	21	
10024	12	A
10310	17	
11230	12	A
11358	9	A
10174	2	A
10010	7	A
10065	10	A
11413	9	A
11229	21	
11237	12	A
11377		
11411	18	
11354	37	C
	23	
11206	22	
11226	39	
11368	12	A
10002	3	A
11372	10	
10019	10	A
10036	39	
11218	10	A
10016	17	
11217	13	A
11211	22	B
11205	7	A
11385	13	A
10305	20	
10013	14	
11040	20	
10024	12	A
10024	32	
11213	11	A
11234	28	
11218	13	A
11356	10	A
10019		
11201	13	
11215	17	
	26	
11218	21	B
10022	26	
10013	10	A
11368	18	
10309	29	
11236	24	
10012	12	A
10308	10	A
11354	35	
10029		
10001	24	B
11220	27	
11206	26	
10026	11	
11232	22	
10011	22	
11211	42	
10012	4	P
10009	13	A
11373	22	
11355	12	A
10003	13	A
10011	37	
11429	29	
10024	16	
10040	25	
10035		
11040	21	B
10457	13	A
11385	17	
10018	27	
10461	10	A
10001	28	
10002	18	
10466	11	A
10003	8	
11385	22	
11215	28	
11373	21	
10036	22	
11377	13	A
10466	43	
11226	12	A
11212	9	A
10018	12	A
10028	23	B
11417	25	
10012	23	
10011	5	A
11358	9	A
10040	25	
10002	7	A
10001	19	
10011	7	A
10003	22	
10002	9	A
10038	26	
11236	0	
10011	11	A
11209	26	
10310	19	B
10128	4	A
11219	34	
11354	49	
11236		
11101	40	
11223	13	A
10462	25	
10034	12	A
11417	8	A
11377	53	
10472	13	A
11226	27	B
11232	8	A
10029	12	A
11203	32	C
11201	6	A
10017	13	A
10469	24	
10022	11	A
10012	9	A
10165	2	Z
10002	18	
10012	10	A
10011	16	P
11368	10	A
11203	27	
10065	27	
11226	12	
11372	11	Not Yet Graded
10457	11	A
10006	12	
10451	28	
10013	13	A
10028	11	A
10453	72	
11231	12	A
11378	29	
10457	27	
10024	12	A
11238	27	
11367	41	
10018	17	
10029	27	B
10461	30	
10467	14	
10017	28	
11434	11	A
11411	26	
10302	14	
10010	31	
11365	38	
10466	20	
11249	10	A
10019	17	
11375	12	A
11235	24	
10451	12	A
10128	16	B
11231	23	
10029	25	B
10472	17	
10304	9	A
10314	63	
10029	10	A
11433	12	A
11426	4	A
10467	4	P
10036	42	
11204	9	A
10465	7	A
10455	5	A
10458	8	A
10021	5	A
10022	10	
10308	10	A
11106	9	A
10456	9	A
10012	23	
10014		
10016	22	
10461	21	
10457	27	
11214	45	
10038	12	A
11220	11	A
11209	3	
10017	27	
11216	13	A
10016	13	A
10457	13	A
11235	32	
11368	25	
10032	9	A
10012	14	
10003	41	
10019	11	A
11436	10	A
11201	12	A
10309	12	A
11436	28	
10469	24	
11435	12	A
10121		
11231	10	
10014	9	A
11373	30	
11430	16	
10467	50	
11432	13	A
11201	4	A
10002	20	
10468	24	
11106	10	
10302	12	A
10462	2	A
10458	13	A
11233	64	
11377	7	A
10011	26	
11421	13	A
11104	11	A
10462	30	
10467	11	A
11385	2	A
10003	21	B
10031	50	Z
11101	25	
11103	10	A
11215	8	A
10301	18	
10033	12	A
11232	7	A
11234	27	
11101	16	
11106	47	Z
10312	47	
11415	25	B
11209	7	A
10002	21	
10019	10	A
11209	36	
11366	10	A
11208	18	
10019	10	A
11373	23	
11201	5	A
10304	12	A
11418	12	A
10032	24	B
11354	12	A
10013	28	
11223	18	
10012	12	A
10018	9	A
11358	12	A
10462	11	A
10005	5	A
10005	3	A
11372	13	A
10309	12	A
11223	7	A
10461	9	A
10029	12	A
11377	22	
10011	10	
10001	12	
10027	49	
11233	20	
10459	9	A
10014	7	A
11201	13	A
10458	11	A
10033		
10003	26	B
10467	26	
11217	17	
10031	8	A
10305	58	
11223	12	A
10458	34	
11209	16	
10011	12	A
10003	25	B
11377	23	
10462		
10022	24	Not Yet Graded
11358	5	A
11223	38	
11220	38	
10022	4	A
10023	32	C
10016	18	B
10038	53	
11211	22	
10452	13	A
10001	15	
10018	27	
11237	7	A
11368	23	
10016	12	
10019	14	B
10001	42	
10001	22	
10039	13	A
11226	89	
11206	33	
11435	32	
10005	12	A
10002	12	A
10016	12	A
10011	32	
11221	11	A
10006	7	A
11103	27	
11368	13	A
11222	13	A
10018	11	A
11211	5	
10128	16	
10065		
10014	8	
10467	10	A
10036	12	
10016	10	A
11368	12	A
11233	13	
11106	7	A
10458	20	B
11354	18	
11361	6	A
10023	10	A
10002		
11232	5	A
11362	34	
10012	7	A
11434	10	A
11249	13	A
11416	54	Not Yet Graded
10023	7	
	27	
11412	33	
	36	
11417	18	B
10469	26	B
10031	22	B
11215	50	
11211	9	
10005	74	
11355	19	
11211	15	
10007		
10003	19	
11378	42	
10467	73	
11238	51	
11217	13	A
11204	24	
10012	9	
11432	7	A
11214	40	
10002	29	
10468	9	A
10301	28	
11220	17	
11217	36	C
11229	11	A
11209	40	C
10035	5	P
10462	20	
11237	9	A
11430	13	A
10030	16	
11206	58	
10031	12	A
11368	11	A
11231	25	
10018	22	
11378	5	A
10017		
10005	9	A
11221	10	A
10002	13	
10466	22	
11368	23	B
10025	24	B
10036	35	
10032	71	C
10019		
11201	31	
11420	23	
11420	9	A
10030		
11206	19	
11203	16	
10455	8	A
10014	10	A
11221		
11213	11	A
10312	54	
10016	23	B
11219	7	Z
11234	46	
10001	13	A
11361	22	
11434	24	
10027	24	B
10018	13	A
11385	4	A
10472	5	A
10022	10	
10453	19	
10003	10	A
11428	10	A
	9	
11215	12	A
	13	A
10023	12	A
11226	10	
11427	17	B
11372	20	
11220	28	
10025	20	
10040	21	
11221	17	
11109	19	
11249	35	C
10458	5	A
11249	23	
11228	32	C
11372	13	A
10451	11	A
10036	13	A
10018	40	
11434	13	A
10014	12	A
11207	8	A
11238	17	
11236	9	A
11430	11	A
11209	27	
10009		
10038	22	B
11226	36	
11355	14	
11211	12	A
11429	7	A
11235	13	A
11215	10	
10458	54	
11222	20	
10006	58	
11220	45	
11417	12	A
10280	54	
11201	24	B
10022	8	A
10305	10	A
10017		
10128	12	
11219	2	
10003	10	A
10308	31	
10003	7	A
10031	20	B
10469	13	A
10128	17	
10473	12	A
11207	16	
10032	11	A
10075	13	A
11209	22	
11372	20	B
11232	29	
11224	11	A
10003	16	
10011	12	A
11220	41	
10003		
	11	
11235	19	Z
10040	11	A
11104	18	
11215	15	
11220	8	A
11418	13	A
10016	7	A
11368	10	
11249	8	A
10024	10	A
11375	5	
11214		
10003	13	A
11223	14	
11214	11	A
11385	44	
11215	19	
10031	12	A
11385	10	
10025	10	A
11230	36	
10036	13	A
10003	45	
11415	-1	
10451	12	A
10003	18	Z
11215	11	
10452	17	
11215	4	A
11239	25	
	13	A
10308	29	
11201	12	A
10031	13	A
11232	17	
11215	13	A
10460	10	A
11358	54	
10465	10	A
10036	8	A
10009	18	
11205	12	A
10128	5	A
10014	11	A
11217	9	A
11432	44	
10005	32	
11103	34	
11218	11	A
10024	49	
10027	15	
10025	13	A
10013	10	A
11206	11	A
10460	0	A
10034	16	
10029	24	
11365	19	
11223	4	A
10002	20	
10457	30	
11201	20	
	0	A
11226	10	A
10463	19	Z
10075	12	A
11226	41	
10016	11	
11367		
10458	28	
11217	5	A
10017	18	
10023	13	A
11213		
10022	12	A
11385	12	A
10036	10	A
10038		
11106	10	A
10038	21	B
10001	17	
10001	19	
10472	19	
10029	21	
11238	22	
10022	11	A
11231	23	
10010	32	
11374	28	
11372	27	B
11420	21	
11385	109	
10017	23	
10025	12	
11354	31	
10462	15	
11368	12	A
11207	13	A
11377	13	A
11355	4	Not Yet Graded
10463	10	A
10280	65	
10003	11	A
10011	10	A
11372	43	
11435	10	A
10458	9	A
10018	11	A
10010	34	
11226	12	A
11106	11	A
11374	13	Z
10036	32	Not Yet Graded
11418	9	
10031	34	
10075		
11418	13	A
10022	13	A
10019	19	
11385	11	
10003	4	A
10019	30	C
10451	16	B
10036	10	
11232	18	
11101	12	A
11363	10	A
10003	7	A
10462	21	
10003	10	A
11228	31	
10003	93	
11226	12	A
10016	12	A
10013	9	A
10025	13	A
10001	24	
11102	9	A
11418	10	A
11106	12	A
10309		
11101	18	B
10025	28	
10065	20	
10013	16	
10032	77	
11230		
10002	12	A
10469	18	B
10029	14	B
10038	9	A
11222	13	A
10036	10	A
10003	11	A
10455	41	
11215	17	
10023	21	
11249	11	A
10128	33	
11418	20	
11354	71	
10018	24	B
11221	12	A
11233	12	A
10451	11	A
10012	13	A
11238	7	A
11362	7	
11238	18	
10022	5	
11234	17	
10306	20	
11222		
10007	33	
10467	29	C
10002	20	B
11214	5	A
10002	24	
10314	24	B
11372		
11224	8	A
10128	11	A
11225	23	
11201	27	B
11215		
10012	14	B
11374	26	
11234	23	B
11236	48	
11101	12	A
11415	16	
11385	8	A
10024	9	
10031	41	
10465	4	A
10022	18	
11220	17	
10306	35	
11229	27	
10017	5	A
10032	17	
11211	12	
	14	B
10016	12	A
10121	0	A
10462	10	A
11208	19	
10022	28	
10033	9	A
10003	2	A
11355	10	A
10012	28	
10457	63	
10472	13	A
11226	9	A
10452	8	A
10001	26	
10016	12	A
11235		
10011	36	
11377	12	A
11364	8	A
11249	10	A
10009	10	A
11103		
10028	9	
10022	17	
10012	19	B
10012	20	
10036	12	A
10003		
10312	37	
10002	9	A
	20	B
10455	29	
10026	15	
	9	A
10024	13	A
11354	30	
10012	13	
10031	30	C
10003	78	
11385	28	
11219	8	A
10303		
10468	9	A
11238	13	A
11206	17	
	25	
11102	10	A
11420	11	A
10017		
11238	17	
11434	20	
11225		
11211	10	A
10475	4	A
11249	82	
11105	10	A
11414	48	Z
10040	21	
10024	13	A
11372	16	
10016	13	A
10029	20	B
11230	18	
11203	13	A
11354	31	C
11203	19	
11103		
10282		
11206	8	A
10003	12	A
10019	8	A
11106		
11209	13	A
11231	12	A
10065	5	A
10463	7	A
11385	18	B
10003	2	A
10002	9	A
10003	12	
10012	4	A
11233	52	
10463	11	
10030	45	
10463	27	
10022	5	A
10035	24	B
11430	6	A
11208	10	A
10018	12	A
11372	28	
11355	6	
10464	13	A
10014		
10019	35	
10023	8	A
10121	22	
10034		
11377	11	A
10451	13	A
11203	10	A
10038	12	A
10013	12	A
11235	17	
11236	43	C
	19	
10022		
10024	25	
10001	24	
10461		
10128	16	
10025	37	
11213	24	
10452	20	B
11217	10	A
11414	10	A
10282	14	
10461	19	B
10029	26	
11215	24	
11426	12	A
11225	22	
10014	15	
10027	18	
11225	5	
10003	24	
10468	20	
11206	8	A
11354	101	
11420	7	A
11249	11	A
11217	10	
11214	12	A
11421	21	
10012		
10003		
10002	12	A
10024	32	
11377	24	
10011	10	A
11222	12	
11238	27	
10169	9	A
11210	47	C
11412	26	
11377	10	A
10023	12	A
11373	24	
11356	9	A
11219	17	
11229	26	
10005	25	
10128	36	
11368		
10472	22	B
10009		
11364	20	B
10010	35	
10463	2	A
11354	27	
11354	10	A
10022	13	A
10467	50	
10021	28	
11432	8	A
11426	11	A
11372	9	A
11211	10	
10014	8	A
10027	15	
10009	11	A
11225	34	
11223	39	
10014	28	
11201	37	
11412	7	A
11218		
11368	4	A
10019	3	A
10001		
10128	10	A
11231	51	
10458	10	A
10004	35	
10009	25	B
10032	23	
10011	24	
10003	17	B
11218	19	
11229		
10022	10	A
11201	11	A
10312		
10007		
11203	12	A
11237	8	
10019	23	
10472	12	A
10022	13	A
10013	8	
10458	10	A
11215	21	
10456	12	
11206	21	
10036	17	
11419	12	A
10032	32	
11368	10	A
11375	12	A
11237	53	
11366		
11354	49	
11421	11	A
10023	23	
11361	23	B
11368	28	
10018	28	
10003	38	
10029	9	A
11220	80	
10001	20	
11101	32	
10002	12	A
11225	21	
11201	19	
11237	9	A
11354	10	A
10028	35	
11373	22	
10019	9	A
11215		
11379	10	
10004	7	
11214	18	
11223	16	
10454	13	A
11233	47	
11435	5	A
10013	9	A
10314	19	Z
10003		
11220	9	A
11219	7	A
10452	10	A
10014	9	A
10040	12	A
11211	13	A
10014	12	A
11104	9	A
11354		
10462	11	A
10454	35	Z
11040	27	
11204	27	B
11103	45	Z
10027	30	
10034	24	B
10016	13	A
11222	10	A
11435	11	A
11368	22	B
11222	17	B
11236	11	
11435	52	
11103	15	
11209	9	A
10022	27	B
11204	8	
10465	8	A
11222	11	A
11223	31	
11236	7	A
11375	20	
11208	5	A
10035	9	
11215	29	Not Yet Graded
11234	8	A
10014	29	C
10472	12	A
10003	25	B
11209	10	A
10024	21	
10017	7	Not Yet Graded
10022	25	
11207	37	
11249	12	
10002	22	
11209	10	A
11249	27	
10036	12	A
11373	18	
10023	9	A
10024	8	A
11373	17	
10121	11	A
11385	13	A
10016	8	A
10013	22	
11374	51	
11234	41	
11215	33	C
11235	10	A
11219	24	
10029	32	
11214	25	B
11207	43	C
11225	13	A
10314	22	
11373	20	B
10036	12	A
11214	38	C
11226	25	
11102	10	
10019	5	A
10003	12	A
11249	7	A
10035	11	
11367	7	A
	24	
10002	7	
10021		
11377		
11417	2	A
11370	11	A
10002	12	A
11375	12	A
10003	59	
11201	20	
11101	42	
10301	13	Not Yet Graded
10021	12	A
10003	15	
10001	62	
10003	21	B
10011	25	
10012	29	
10009		
11377	26	
10017	13	A
11232	13	A
11101	17	
11220	17	
10016	9	A
11368		
11436	12	A
10473	9	A
10036	15	B
11204	13	A
10466	9	A
10016	27	
10016	29	C
10036	6	
10314	9	A
11354	12	A
10009	28	
10309	26	
10028	34	
10036	66	
11102	20	
11221	23	B
11379	17	
11232	13	A
10027	7	
11373	5	
11205	2	A
10003	62	
10040		
10465	32	
10018	13	A
10011	12	
11355	12	A
11204		
11219	11	A
11106	11	A
10024		
10003	5	A
11414	12	
10012	23	B
10019	13	A
11362	9	A
10001	9	A
11415	9	A
11369	38	
10012	28	C
11378	19	
11218	22	
11373	34	
10016		
11377	13	A
11230	11	A
10024	27	
10475	17	B
10453	39	
10009	18	B
10451	26	
10003	12	A
11231	15	
10003	78	
11373	11	A
11103	4	A
11213	20	
11428	59	
10028	12	A
11226	13	A
10004	27	Z
10036	13	A
10016	20	
10023	13	A
10471	4	A
11225	11	
11221	30	Z
11355	39	
11236	11	A
10460	8	A
10121	20	
10451	23	
10457	13	A
11372	45	
11220	29	
11237		
11236	12	A
11203	22	
11211	42	
11215	12	A
11354	20	
11221	12	
11372	12	A
10012	15	
10004	96	
10031	18	
10034	22	
10019	12	A
11364	30	
10305	23	B
11417	26	
10009	51	C
11203	12	A
11232	20	B
10040	35	
11217	11	A
10010	13	A
10456	48	
11377	11	A
11372	12	A
11419	11	A
11385	12	A
11355	13	A
10451		
10013	13	A
11215	12	A
11221	15	
	13	A
10462	16	
10461	10	A
10451	7	A
10012	3	A
11372	20	
11106	12	A
11208	23	
11207	21	B
11354	19	B
11372	13	A
11355	8	A
10024	12	A
10032	15	
10467	17	
11211	12	A
11426	2	A
10009	29	
11104	7	A
11211	4	C
11101	24	B
10467	26	B
11231	10	A
11369	9	A
10002	38	
11225	12	A
11229		
10018	17	B
10013	25	
11238	11	A
10310	28	
10030	24	
11428	18	
11354	7	A
11385	26	
11237	12	A
10271	9	A
10010	13	A
10027	18	
11369	14	
10016	12	A
10002	39	C
10003	2	A
11237	31	
11419	16	B
11354	9	A
10306	37	
	12	A
10025		
10310	21	
11237	10	
10458	21	
11217	50	
10018	40	
11201	3	A
10468	13	A
10018	26	
10003	13	A
11215	18	
11215	9	A
10019	13	A
10016	35	
11236	28	
11374	13	A
10455	15	
10302	10	A
10455	4	A
11206	2	A
10012	13	A
10003	9	A
10023	12	A
10014	10	A
11368	30	
10011	8	A
10301	8	A
11421	10	A
10019	12	A
10013	33	
10001	17	B
11432	11	A
10001	25	
11375	30	
11220	25	
11361	48	
11224	25	
10003	25	Z
10002	26	
11430		
10001	45	
10458	12	A
10031	20	
10468	13	
10019	5	A
10462	7	A
11222	8	A
10464	8	A
10018	11	A
11375	13	A
10463	12	A
11385	18	
11436	44	
11101	24	
11103	12	A
11205	29	C
11221	15	
11354	17	B
11237	13	A
11210	20	
10128	10	A
10475	8	A
10036	12	A
10451	4	A
10003	11	A
11419	33	
10024	19	
10305	12	A
11435	17	
11418	35	C
11377	13	A
11230	12	A
11375	35	
10003	9	
11225	13	A
10013	41	
11221	22	Z
10451	4	A
11207	34	
10002	19	
10003	10	A
11233	5	
11201	40	
10466	6	P
10021	35	
11223	22	
11223	9	A
11249	17	
11230	53	
11217	18	
11105	12	A
10018	26	
10075	41	
10016	10	A
10019	8	A
11354	27	
10036	19	B
10018	12	
11105	11	
10009	99	
10011	39	
11212	7	A
10016	12	A
10304	22	
	24	Z
10022	37	C
10036	12	A
11211		
10026	2	A
10103	36	
11368	11	A
11214	10	A
10002	36	
11372	10	A
11236	31	C
10014		
11229	12	A
10065	18	
10018	10	A
11231	12	A
10018	70	
10312	10	A
11215	14	
10016	23	
11231	11	A
11215	39	
10031	24	B
11372	10	
10001	12	A
11231	13	
11237	10	A
11217	8	A
10306	13	A
