ZIP,Total_Population,Female.per,under5,14-May,15-24,25-34,35-44,45-54,55-64,65above,Median
12155,1980,0.531818182,0.065,0.14,0.12,0.115,0.098,0.18,0.151,0.131,40.4
12156,1132,0.391342756,0,0.261,0.14,0.058,0.285,0.083,0.089,0.084,36.7
12157,3951,0.524930397,0.034,0.116,0.097,0.071,0.11,0.151,0.186,0.235,50
12158,7090,0.539915374,0.057,0.145,0.151,0.102,0.14,0.135,0.161,0.109,37.7
12159,7968,0.543172691,0.04,0.133,0.124,0.054,0.114,0.167,0.157,0.211,47.7
12160,946,0.493657505,0.049,0.155,0.068,0.136,0.096,0.217,0.173,0.106,44.3
12161,77,0.571428571,0,0,0.442,0,0,0.195,0.364,-0.001,54.3
12164,417,0.458033573,0.019,0.012,0.113,0.053,0.029,0.142,0.245,0.387,57.8
12165,156,0.512820513,0,0.103,0.128,0.115,0.103,0.019,0.167,0.365,56.6
12166,1250,0.4784,0.059,0.103,0.097,0.108,0.105,0.173,0.175,0.18,48.8
12167,2946,0.551595384,0.029,0.085,0.133,0.1,0.102,0.14,0.144,0.267,50.1
12168,2054,0.483933788,0.026,0.118,0.135,0.062,0.134,0.189,0.15,0.186,45.6
12169,219,0.433789954,0,0,0.183,0.091,0,0.388,0.338,0,52.9
12170,4915,0.464903357,0.044,0.129,0.16,0.096,0.148,0.18,0.107,0.136,41.3
12172,294,0.425170068,0,0.129,0.279,0.119,0.034,0.207,0.119,0.113,32.5
12173,1816,0.448237885,0.046,0.106,0.12,0.12,0.125,0.207,0.131,0.145,43.4
12174,322,0.549689441,0.075,0.056,0.211,0.068,0.121,0.136,0.264,0.069,43.4
12175,573,0.42408377,0.005,0.105,0.19,0.026,0.137,0.178,0.176,0.183,48.9
12176,294,0.554421769,0.099,0.15,0.129,0.272,0.085,0.136,0.034,0.095,27.9
12177,420,0.335714286,0,0.117,0.135,0.033,0.154,0.19,0.217,0.154,46.1
12180,53168,0.507974722,0.056,0.091,0.202,0.172,0.105,0.121,0.118,0.135,33.5
12182,14955,0.540822467,0.064,0.132,0.141,0.143,0.093,0.128,0.139,0.16,38
12183,2613,0.47761194,0.069,0.12,0.147,0.156,0.148,0.149,0.063,0.148,35.6
12184,6800,0.484264706,0.044,0.124,0.106,0.105,0.101,0.12,0.19,0.21,46.9
12185,2404,0.505407654,0.031,0.153,0.142,0.086,0.102,0.223,0.125,0.138,43.9
12186,6407,0.498361167,0.046,0.12,0.155,0.062,0.115,0.132,0.179,0.191,45.1
12187,391,0.537084399,0.023,0.072,0.105,0.079,0.095,0.138,0.253,0.235,54.5
12188,10944,0.529422515,0.054,0.087,0.125,0.156,0.125,0.152,0.161,0.14,41.7
12189,17749,0.500253535,0.065,0.107,0.148,0.15,0.136,0.136,0.105,0.153,37.8
12190,1028,0.503891051,0.044,0.11,0.078,0.095,0.029,0.181,0.241,0.222,52
12192,2018,0.539147671,0.04,0.066,0.128,0.121,0.028,0.193,0.181,0.243,50.7
12193,1945,0.503856041,0.047,0.097,0.11,0.094,0.088,0.235,0.147,0.182,47.4
12194,138,0.405797101,0.101,0.115,0.043,0.116,0.094,0.152,0.167,0.212,49.3
12195,170,0.741176471,0,0,0.1,0.088,0,0.329,0.041,0.442,50.4
12196,3522,0.494605338,0.075,0.111,0.108,0.114,0.168,0.14,0.155,0.129,42
12197,2265,0.548785872,0.053,0.117,0.096,0.107,0.064,0.185,0.119,0.259,48.9
12198,8307,0.509690622,0.07,0.109,0.119,0.136,0.131,0.165,0.115,0.155,40.1
12202,9076,0.52842662,0.078,0.115,0.167,0.165,0.103,0.133,0.136,0.103,33.1
12203,30625,0.534693878,0.026,0.064,0.283,0.146,0.097,0.114,0.111,0.159,33
12204,7196,0.544191217,0.072,0.116,0.134,0.195,0.134,0.113,0.132,0.104,34.3
12205,27196,0.504780115,0.045,0.093,0.137,0.129,0.117,0.144,0.145,0.19,42.9
12206,15591,0.515810403,0.08,0.164,0.165,0.161,0.113,0.119,0.108,0.09,30.8
12207,1417,0.422018349,0.058,0.06,0.042,0.159,0.115,0.202,0.185,0.179,52.1
12208,21898,0.52155448,0.046,0.084,0.205,0.193,0.109,0.096,0.123,0.144,33.3
12209,11742,0.524101516,0.096,0.12,0.149,0.122,0.168,0.15,0.094,0.101,36.1
12210,9005,0.511715713,0.052,0.063,0.163,0.276,0.109,0.139,0.107,0.091,31.9
12211,11401,0.517059907,0.042,0.107,0.123,0.081,0.122,0.146,0.136,0.243,47.4
12222,6217,0.502975712,0,0,0.995,0.005,0,0,0,0,19.6
12302,27560,0.535087083,0.049,0.135,0.108,0.113,0.108,0.14,0.155,0.192,43.3
12303,29130,0.513937521,0.061,0.134,0.11,0.123,0.129,0.149,0.141,0.153,40.5
12304,23964,0.512268403,0.063,0.136,0.119,0.147,0.126,0.134,0.119,0.156,37.4
12305,4883,0.427196396,0.023,0.029,0.245,0.158,0.114,0.168,0.131,0.132,38.7
12306,25098,0.516814089,0.047,0.121,0.12,0.128,0.121,0.158,0.147,0.158,41.6
12307,6615,0.545729403,0.101,0.145,0.191,0.126,0.123,0.145,0.093,0.076,29
12308,14575,0.509914237,0.068,0.1,0.194,0.154,0.134,0.126,0.109,0.115,34.2
12309,29912,0.496188821,0.059,0.125,0.119,0.094,0.118,0.145,0.162,0.178,43.9
12401,34661,0.52237385,0.065,0.111,0.102,0.149,0.108,0.145,0.143,0.177,41.9
12404,3576,0.500279642,0.089,0.088,0.114,0.056,0.161,0.188,0.118,0.186,44.4
12405,559,0.554561717,0,0.047,0.075,0.032,0.013,0.077,0.304,0.452,64.2
12406,945,0.531216931,0.068,0.096,0.132,0.171,0.081,0.168,0.168,0.116,37
12407,164,0.512195122,0.018,0.012,0.122,0.122,0.122,0.091,0.292,0.221,56.2
12409,700,0.472857143,0,0.097,0.041,0.051,0.056,0.106,0.254,0.395,61.9
12410,504,0.533730159,0.014,0.137,0.066,0.034,0.068,0.137,0.274,0.27,56.9
12411,355,0.54084507,0.073,0.11,0.133,0,0.161,0.298,0.039,0.186,45.4
12412,520,0.528846154,0,0.11,0.034,0.14,0.052,0.248,0.163,0.253,50.4
12413,2910,0.542955326,0.036,0.083,0.148,0.091,0.161,0.139,0.177,0.165,40
12414,10193,0.50495438,0.037,0.118,0.13,0.11,0.092,0.151,0.158,0.204,45.6
12416,168,0.476190476,0,0.238,0.065,0,0.292,0.071,0.143,0.191,36.8
12417,614,0.543973941,0.062,0.078,0.167,0.176,0.088,0.051,0.183,0.195,35.6
12418,439,0.505694761,0.021,0.15,0.114,0.118,0.153,0.224,0.091,0.129,37.8
12419,641,0.561622465,0.078,0.017,0.094,0.213,0.125,0.069,0.295,0.109,43.8
12420,424,0.360849057,0.052,0.047,0.071,0.047,0.087,0.221,0.255,0.22,53.7
12421,324,0.410493827,0.034,0,0.031,0.142,0.145,0.019,0.191,0.438,62
12422,353,0.422096317,0.048,0.079,0.056,0.082,0.133,0.189,0.227,0.186,50.2
12423,1109,0.513074842,0.079,0.137,0.113,0.08,0.132,0.12,0.143,0.196,43
12424,225,0.493333333,0,0,0.031,0.044,0,0.111,0.312,0.502,65
12427,593,0.49915683,0.13,0.047,0.098,0.264,0.091,0.091,0.054,0.225,33.5
12428,6860,0.478862974,0.058,0.124,0.185,0.091,0.137,0.132,0.131,0.142,38.5
12429,334,0.547904192,0.096,0.135,0.249,0.096,0.033,0.147,0.246,-0.002,32
12430,1036,0.527992278,0.035,0.091,0.052,0.066,0.1,0.188,0.261,0.207,53.2
12431,1272,0.567610063,0.03,0.138,0.104,0.147,0.154,0.09,0.204,0.133,39
12432,615,0.469918699,0.015,0.088,0.129,0.054,0.115,0.165,0.07,0.364,47.5
12433,543,0.52854512,0,0.151,0.053,0.14,0.041,0.18,0.175,0.26,49.2
12434,550,0.454545455,0.009,0.02,0.108,0.157,0.04,0.152,0.217,0.297,59.3
12435,366,0.390710383,0,0.186,0.022,0.112,0.112,0.09,0.322,0.156,54.4
12436,233,0.583690987,0.069,0.047,0,0,0.056,0.219,0.271,0.338,59.7
12438,52,0.480769231,0,0.192,0,0,0.5,0,0,0.308,37.9
12439,333,0.54954955,0,0.054,0.039,0.21,0.072,0.171,0.117,0.337,53.3
12440,2127,0.456981664,0.013,0.078,0.119,0.125,0.089,0.24,0.126,0.21,48.1
12441,30,0.566666667,0,0,0,0,0,0.133,0.533,0.334,56.7
12442,667,0.572713643,0.006,0.014,0.05,0.094,0.025,0.171,0.292,0.348,60.7
12443,3674,0.486390855,0.021,0.113,0.116,0.047,0.121,0.175,0.19,0.217,49.3
12444,380,0.526315789,0.05,0.034,0.013,0.132,0.05,0.19,0.2,0.331,55.7
12446,4837,0.501137068,0.084,0.098,0.102,0.131,0.109,0.166,0.134,0.176,43.7
12448,465,0.565591398,0.062,0.073,0.015,0.03,0.133,0.142,0.28,0.265,57
12449,3315,0.53785822,0.033,0.076,0.072,0.106,0.121,0.155,0.155,0.282,52.1
12450,170,0.770588235,0,0,0,0,0,0,0.424,0.576,74.3
12451,1861,0.427727028,0.067,0.145,0.05,0.12,0.274,0.192,0.063,0.089,38.9
12452,248,0.576612903,0.056,0.04,0.23,0.093,0.117,0.258,0.121,0.085,44.6
12453,302,0.503311258,0.096,0.079,0.046,0.424,0.073,0.089,0,0.193,32
12454,301,0.468438538,0.017,0.103,0.123,0.01,0.143,0.329,0.096,0.179,49.6
12455,1877,0.556739478,0.001,0.045,0.123,0.074,0.032,0.156,0.229,0.34,57.5
12456,716,0.469273743,0.122,0.129,0.118,0.141,0.178,0.12,0.055,0.137,34.3
12457,802,0.571072319,0,0.079,0.104,0.04,0.107,0.195,0.197,0.278,53
12458,2991,0.395185557,0.01,0.096,0.091,0.147,0.181,0.164,0.164,0.147,43.8
12459,157,0.484076433,0,0,0,0,0,0.172,0.426,0.402,62
12460,344,0.610465116,0.119,0.13,0.212,0.009,0.291,0.091,0.073,0.075,35.4
12461,1811,0.494202098,0.01,0.103,0.103,0.066,0.113,0.168,0.207,0.23,49.6
12463,1398,0.438483548,0.055,0.079,0.123,0.103,0.064,0.224,0.222,0.13,48.5
12464,808,0.477722772,0.012,0.015,0.13,0.069,0.035,0.159,0.284,0.296,59.3
12465,296,0.472972973,0.057,0.034,0.199,0,0.092,0.064,0.301,0.253,57.1
12466,2260,0.519911504,0.009,0.094,0.07,0.167,0.07,0.188,0.177,0.225,48
12468,1133,0.449249779,0.014,0.044,0.131,0.065,0.061,0.135,0.243,0.307,57.3
12469,776,0.537371134,0.01,0.109,0.133,0.107,0.089,0.215,0.154,0.183,47.5
12470,474,0.377637131,0,0.143,0.283,0.051,0.122,0.192,0.019,0.19,37.8
12471,495,0.361616162,0,0.138,0.071,0.313,0.283,0.128,0.069,-0.002,34.8
12472,1419,0.474982382,0.049,0.088,0.031,0.213,0.153,0.106,0.143,0.217,42.5
12473,1126,0.423623446,0.028,0.136,0.228,0.062,0.162,0.182,0.116,0.086,40.5
12474,1250,0.4744,0.076,0.124,0.126,0.061,0.151,0.151,0.106,0.205,43.6
12475,165,0.387878788,0,0,0,0,0.133,0,0.703,0.164,61.1
12477,18722,0.501228501,0.046,0.116,0.129,0.121,0.11,0.164,0.154,0.16,43.2
12480,798,0.476190476,0.013,0,0.081,0.026,0.093,0.16,0.313,0.314,60.6
12481,1361,0.548861132,0.036,0.029,0.208,0.121,0.1,0.162,0.137,0.207,47.1
12482,547,0.383912249,0.06,0.031,0.102,0.073,0,0.371,0.022,0.341,52.2
12483,243,0.728395062,0.045,0,0.025,0.115,0,0.128,0.14,0.547,65.6
12484,2703,0.533481317,0.033,0.077,0.163,0.107,0.132,0.14,0.17,0.178,44.7
12485,1164,0.612542955,0.053,0.101,0.176,0.094,0.04,0.139,0.14,0.257,48.6
12486,1584,0.438131313,0.076,0.108,0.123,0.178,0.087,0.138,0.141,0.149,40.4
12487,3299,0.513185814,0.01,0.116,0.145,0.125,0.136,0.142,0.155,0.171,42.7
12489,1101,0.089009991,0.019,0.035,0.078,0.271,0.246,0.27,0.05,0.031,39.5
12490,31,0.516129032,0,0,0,1,0,0,0,0,-
12491,1561,0.520819987,0.026,0.091,0.101,0.03,0.083,0.244,0.198,0.227,52.5
12492,299,0.608695652,0.033,0.101,0.047,0.084,0.017,0.097,0.344,0.277,59.3
12493,310,0.616129032,0.129,0.081,0.196,0.342,0.116,0.135,0,0.001,28.8
12494,660,0.46969697,0,0.177,0.121,0,0.192,0.111,0.26,0.139,48.4
12495,334,0.535928144,0,0.078,0.027,0.042,0.246,0.048,0.264,0.295,57.3
12496,1621,0.454657619,0.019,0.102,0.053,0.053,0.078,0.168,0.146,0.381,57.1
12498,4836,0.516542597,0.048,0.094,0.047,0.089,0.093,0.107,0.225,0.297,55.6
12501,2700,0.547037037,0.075,0.145,0.139,0.111,0.08,0.17,0.143,0.137,39.4
12502,1169,0.488451668,0.047,0.101,0.112,0.059,0.102,0.157,0.199,0.223,49.8
12503,645,0.409302326,0.033,0.078,0.086,0.11,0.068,0.133,0.22,0.272,53.9
12504,1443,0.559251559,0,0.004,0.937,0.013,0.011,0.004,0.024,0.007,19.8
12507,253,0.375494071,0.02,0.071,0.364,0.138,0.02,0.071,0.095,0.221,29.5
12508,19604,0.486227301,0.046,0.103,0.109,0.171,0.118,0.155,0.148,0.15,40.7
12512,35,0,0,0,0,0,0,0.886,0.114,0,-
12513,511,0.452054795,0,0.162,0.064,0,0.164,0.105,0.171,0.334,55.1
12514,3184,0.486180905,0.041,0.109,0.152,0.055,0.109,0.177,0.174,0.183,47.4
12515,1307,0.468247896,0.016,0.015,0.077,0.092,0.083,0.293,0.176,0.248,51.3
12516,1913,0.556717198,0.022,0.088,0.06,0.097,0.134,0.166,0.239,0.194,48.8
12517,656,0.407012195,0.081,0.069,0.137,0.148,0.076,0.184,0.136,0.169,44.3
12518,6310,0.537717908,0.055,0.155,0.117,0.087,0.135,0.147,0.133,0.171,41.7
12520,2984,0.543230563,0.025,0.158,0.151,0.08,0.139,0.153,0.136,0.158,42.1
12521,1180,0.438135593,0.034,0.067,0.056,0.114,0.156,0.122,0.188,0.263,52.6
12522,4828,0.476594863,0.039,0.105,0.145,0.068,0.082,0.199,0.157,0.205,48.2
12523,1519,0.46477946,0.049,0.05,0.137,0.138,0.079,0.13,0.244,0.173,50.3
12524,16193,0.473105663,0.05,0.106,0.123,0.112,0.144,0.148,0.151,0.166,42.8
12525,2872,0.52402507,0.024,0.194,0.13,0.092,0.127,0.167,0.151,0.115,42.3
12526,3690,0.519241192,0.035,0.1,0.123,0.072,0.113,0.15,0.18,0.227,49.9
12527,270,0.374074074,0.174,0.604,0,0.167,0,0.03,0.026,-0.001,10.7
12528,13139,0.514955476,0.056,0.119,0.112,0.114,0.134,0.158,0.144,0.163,42.8
12529,2778,0.466162707,0.028,0.098,0.098,0.095,0.097,0.164,0.15,0.27,49.6
12530,107,0.214953271,0,0,0,0,0,0,1,0,61.2
12531,3862,0.485240808,0.05,0.143,0.153,0.09,0.083,0.17,0.166,0.145,44.2
12533,25774,0.497516877,0.046,0.143,0.123,0.095,0.128,0.182,0.145,0.138,42.2
12534,18078,0.516650072,0.056,0.102,0.124,0.108,0.126,0.145,0.141,0.198,43.6
12538,13985,0.518698606,0.032,0.092,0.235,0.102,0.091,0.14,0.136,0.172,39.7
12540,7677,0.504493943,0.053,0.138,0.129,0.098,0.089,0.193,0.147,0.153,44.5
12542,5746,0.514096763,0.05,0.12,0.147,0.088,0.096,0.19,0.123,0.186,44.3
12543,3199,0.509534229,0.024,0.092,0.185,0.137,0.114,0.175,0.155,0.118,39
12545,4740,0.506329114,0.045,0.085,0.144,0.108,0.085,0.193,0.138,0.202,47.3
12546,2934,0.467620995,0.045,0.102,0.102,0.117,0.155,0.149,0.162,0.168,43.3
12547,2873,0.46780369,0.034,0.113,0.149,0.107,0.14,0.188,0.15,0.119,42.6
12548,1419,0.484848485,0.066,0.089,0.102,0.08,0.09,0.183,0.245,0.145,50.4
12549,11156,0.537110075,0.04,0.148,0.116,0.122,0.118,0.138,0.154,0.164,42.4
12550,54612,0.520782978,0.068,0.161,0.147,0.128,0.132,0.129,0.118,0.117,34.7
12553,26029,0.495793154,0.059,0.128,0.146,0.121,0.129,0.17,0.111,0.136,38.6
12561,18618,0.548447739,0.029,0.098,0.318,0.08,0.084,0.122,0.112,0.157,31.2
12563,8155,0.526425506,0.049,0.113,0.148,0.104,0.155,0.205,0.114,0.112,39.8
12564,6867,0.5018203,0.042,0.133,0.125,0.068,0.124,0.185,0.156,0.167,45.3
12565,1379,0.515591008,0.08,0.15,0.112,0.138,0.117,0.165,0.093,0.145,35.9
12566,10434,0.486390646,0.039,0.172,0.109,0.081,0.147,0.166,0.15,0.136,41.9
12567,3162,0.519924099,0.035,0.09,0.13,0.115,0.11,0.144,0.174,0.202,47.3
12569,10100,0.518316832,0.049,0.101,0.136,0.108,0.12,0.196,0.158,0.132,43.1
12570,7825,0.502875399,0.049,0.144,0.134,0.079,0.132,0.194,0.131,0.137,42.7
12571,9931,0.500453127,0.043,0.135,0.137,0.082,0.109,0.186,0.136,0.172,44.5
12572,8925,0.53535014,0.036,0.086,0.09,0.081,0.077,0.16,0.175,0.295,53.5
12574,181,0.419889503,0,0.298,0.033,0.017,0.138,0.232,0.045,0.237,46
12575,1884,0.434713376,0.06,0.183,0.103,0.066,0.141,0.236,0.158,0.053,42.9
12577,1696,0.506485849,0.028,0.109,0.198,0.036,0.129,0.203,0.152,0.145,44
12578,2123,0.476212906,0.033,0.097,0.107,0.1,0.119,0.159,0.18,0.205,49.4
12580,4287,0.517844647,0.057,0.082,0.117,0.16,0.101,0.132,0.185,0.166,42.1
12581,2145,0.434498834,0.032,0.079,0.166,0.073,0.08,0.188,0.191,0.191,48
12582,6272,0.340561224,0.029,0.11,0.114,0.124,0.163,0.244,0.115,0.101,43.4
12583,2467,0.452371301,0.032,0.099,0.256,0.087,0.087,0.15,0.168,0.121,38.8
12585,901,0.429522752,0.034,0.126,0.156,0.087,0.118,0.185,0.134,0.16,42
12586,12729,0.515987116,0.066,0.133,0.139,0.148,0.134,0.137,0.119,0.124,35.8
12589,17463,0.467445456,0.034,0.092,0.135,0.151,0.159,0.17,0.137,0.122,40.7
12590,34400,0.506802326,0.041,0.114,0.12,0.134,0.125,0.161,0.151,0.154,42.6
12592,1150,0.479130435,0.055,0.016,0.122,0.06,0.154,0.2,0.18,0.213,52.1
12594,4380,0.473059361,0.047,0.139,0.145,0.141,0.138,0.169,0.131,0.09,39.3
12601,42555,0.51810598,0.055,0.114,0.21,0.118,0.132,0.131,0.111,0.129,35.3
12603,42943,0.525883147,0.058,0.116,0.158,0.111,0.118,0.146,0.13,0.163,40.8
12604,644,0.600931677,0,0,0.981,0,0,0,0.008,0.011,21
12701,11061,0.483590995,0.07,0.114,0.112,0.166,0.11,0.11,0.166,0.152,37.8
12719,1305,0.514176245,0.044,0.049,0.109,0.074,0.075,0.205,0.209,0.235,53.1
12720,254,0.476377953,0,0.067,0.37,0.177,0.047,0.055,0.043,0.241,33.4
12721,6516,0.480816452,0.068,0.142,0.152,0.12,0.129,0.173,0.139,0.077,36.9
12722,101,0.277227723,0,0,0.238,0,0,0.188,0,0.574,69.3
12723,1921,0.510671525,0.03,0.091,0.155,0.113,0.117,0.144,0.162,0.188,44.8
12724,328,0.597560976,0,0.207,0.131,0.045,0.189,0.097,0.043,0.288,42.9
12725,183,0.56284153,0.131,0.016,0.071,0.087,0.175,0.038,0.142,0.34,49.8
12726,1256,0.480095541,0.042,0.106,0.088,0.078,0.114,0.185,0.198,0.189,50
12729,2253,0.465157568,0.057,0.162,0.078,0.098,0.102,0.18,0.146,0.177,45.3
12732,784,0.522959184,0.083,0.122,0.058,0.005,0.158,0.167,0.214,0.193,49.7
12733,1879,0.363491219,0.111,0.212,0.108,0.122,0.132,0.18,0.067,0.068,30.2
12734,1032,0.525193798,0.063,0.193,0.068,0.169,0.043,0.12,0.159,0.185,42.3
12736,96,0.447916667,0,0.073,0,0,0.125,0.386,0.25,0.166,52.3
12737,2074,0.494214079,0.07,0.151,0.113,0.075,0.146,0.18,0.098,0.167,41.1
12738,406,0.665024631,0.103,0.091,0,0.298,0.079,0.052,0.232,0.145,35.2
12740,1673,0.485953377,0.054,0.12,0.104,0.123,0.093,0.146,0.143,0.217,45.2
12741,220,0.540909091,0,0.027,0.26,0.014,0.087,0.173,0.155,0.284,51.5
12742,73,0.506849315,0.082,0,0.068,0.151,0,0,0.356,0.343,58.6
12743,266,0.45112782,0.034,0.041,0.015,0.083,0.056,0.203,0.154,0.414,59.6
12745,181,0.508287293,0.055,0.077,0.166,0.21,0.067,0.221,0,0.204,33.9
12746,1271,0.46577498,0.097,0.101,0.169,0.144,0.156,0.104,0.104,0.125,34.4
12747,1552,0.503221649,0.012,0.098,0.153,0.043,0.156,0.162,0.154,0.222,47.8
12748,1524,0.490813648,0.033,0.039,0.158,0.074,0.038,0.228,0.17,0.26,51.3
12749,314,0.468152866,0,0,0.153,0.096,0,0.07,0.27,0.411,63.1
12750,276,0.601449275,0.025,0.152,0.123,0.112,0.145,0.178,0.185,0.08,39.4
12751,1121,0.448706512,0.139,0.248,0.112,0.148,0.12,0.086,0.079,0.068,26
12752,235,0.327659574,0.047,0.004,0.171,0.178,0.106,0.119,0.213,0.162,43.6
12754,6560,0.501219512,0.061,0.117,0.105,0.115,0.125,0.147,0.151,0.179,43.2
12758,4320,0.505555556,0.066,0.1,0.148,0.103,0.1,0.174,0.144,0.165,44.1
12759,1482,0.515519568,0.007,0.164,0.231,0.115,0.116,0.056,0.138,0.173,32.8
12760,403,0.478908189,0.032,0.042,0.05,0,0.08,0.134,0.285,0.377,62.1
12762,413,0.484261501,0,0.111,0.191,0.065,0.162,0.16,0.005,0.306,44.6
12763,586,0.445392491,0,0.128,0.174,0.089,0.053,0.121,0.193,0.242,50.5
12764,1555,0.49903537,0.034,0.049,0.09,0.061,0.1,0.212,0.142,0.312,52.7
12765,1230,0.477235772,0.04,0.197,0.198,0.104,0.131,0.138,0.138,0.054,32.3
12766,364,0.590659341,0,0.077,0.074,0.099,0.091,0.283,0.079,0.297,52
12767,86,0.534883721,0.035,0.105,0.36,0.058,0.035,0.291,0.047,0.069,27.5
12768,697,0.592539455,0.014,0.103,0.119,0.065,0.066,0.225,0.228,0.18,50.4
12769,188,0.526595745,0.106,0,0.064,0.197,0,0.165,0.409,0.059,53.6
12770,166,0.487951807,0.054,0.078,0.036,0.078,0.066,0.18,0.343,0.165,55.2
12771,14061,0.501671289,0.04,0.15,0.13,0.092,0.12,0.155,0.135,0.178,42.9
12775,2354,0.487255735,0.043,0.073,0.183,0.107,0.12,0.123,0.168,0.183,43
12776,2327,0.523420713,0.063,0.116,0.08,0.081,0.086,0.204,0.143,0.227,46.8
12777,857,0.444574096,0.011,0.093,0.081,0.062,0.09,0.228,0.225,0.21,52.4
12778,634,0.310725552,0,0.058,0.253,0.142,0.052,0.2,0.192,0.103,43.9
12779,2274,0.535620053,0.094,0.212,0.147,0.092,0.142,0.079,0.065,0.169,31.5
12780,2064,0.524709302,0.016,0.148,0.106,0.084,0.145,0.167,0.171,0.163,45
12781,281,0.473309609,0,0.174,0.075,0.068,0.107,0.171,0.256,0.149,49.3
12783,2044,0.469178082,0.045,0.137,0.136,0.124,0.135,0.114,0.147,0.162,39.8
12784,38,0.789473684,0,0,0,0,0,0,0.605,0.395,64.8
12785,939,0.509052183,0.061,0.109,0.081,0.033,0.277,0.112,0.115,0.212,43.2
12786,450,0.411111111,0,0.178,0,0.124,0.138,0,0.158,0.402,61.1
12787,244,0.581967213,0.057,0.058,0.115,0.127,0,0.201,0.2,0.242,50.9
12788,3038,0.374588545,0.044,0.062,0.111,0.125,0.193,0.255,0.101,0.109,43.6
12789,2059,0.487129675,0.085,0.146,0.094,0.175,0.119,0.125,0.138,0.118,35
12790,4397,0.495110302,0.066,0.092,0.11,0.115,0.126,0.197,0.12,0.174,43.9
12791,869,0.551208285,0.085,0.347,0.02,0.116,0.13,0.102,0.111,0.089,33.1
12792,227,0.471365639,0.057,0.273,0,0.163,0.136,0.022,0.269,0.08,35.4
12801,14422,0.517542643,0.058,0.1,0.114,0.175,0.133,0.159,0.122,0.139,39.1
12803,8386,0.517409969,0.05,0.113,0.119,0.129,0.115,0.198,0.117,0.159,42.5
12804,26477,0.51308683,0.044,0.125,0.128,0.089,0.103,0.163,0.148,0.2,45.7
12808,399,0.441102757,0,0.033,0.02,0.015,0.081,0.195,0.178,0.478,63.6
12809,3385,0.494239291,0.04,0.088,0.12,0.082,0.117,0.213,0.159,0.181,47.1
12810,728,0.478021978,0.032,0.121,0.115,0.091,0.124,0.2,0.182,0.135,46.3
12811,68,0.529411765,0,0,0.309,0,0,0.426,0,0.265,45.9
12812,81,0.333333333,0.136,0.062,0.111,0.062,0.012,0.21,0.296,0.111,54.2
12814,1222,0.533551555,0.035,0.066,0.079,0.124,0.106,0.136,0.19,0.264,50
12815,1084,0.494464945,0.051,0.071,0.088,0.092,0.074,0.136,0.198,0.29,54.6
12816,4306,0.5,0.059,0.113,0.09,0.103,0.107,0.132,0.173,0.223,47.1
12817,2281,0.516440158,0.073,0.071,0.163,0.042,0.085,0.187,0.179,0.2,47.8
12819,330,0.433333333,0.058,0.066,0.1,0.045,0.125,0.161,0.23,0.215,52.5
12821,2940,0.097619048,0.018,0.014,0.201,0.245,0.222,0.167,0.085,0.048,36.6
12822,6382,0.490598558,0.073,0.112,0.14,0.099,0.152,0.135,0.135,0.154,40.2
12823,386,0.541450777,0,0.124,0.041,0.111,0,0.306,0.287,0.131,54.3
12824,1165,0.480686695,0.022,0.077,0.073,0.1,0.059,0.137,0.296,0.236,56.2
12827,3754,0.461907299,0.055,0.116,0.133,0.14,0.115,0.164,0.127,0.15,40.6
12828,8762,0.523510614,0.021,0.114,0.111,0.116,0.156,0.149,0.151,0.182,44.3
12831,17438,0.50779906,0.068,0.153,0.105,0.118,0.136,0.178,0.145,0.097,40.1
12832,6798,0.507649309,0.038,0.127,0.137,0.081,0.108,0.178,0.134,0.197,45.6
12833,4182,0.492109039,0.036,0.128,0.083,0.102,0.11,0.199,0.188,0.154,48.2
12834,6287,0.514871958,0.054,0.118,0.097,0.102,0.129,0.155,0.161,0.184,44.9
12835,2257,0.48161276,0.024,0.087,0.079,0.054,0.113,0.178,0.167,0.298,53.2
12836,605,0.555371901,0.051,0.064,0.088,0.064,0.091,0.127,0.227,0.288,56.2
12837,1018,0.526522593,0.096,0.099,0.113,0.122,0.088,0.154,0.126,0.202,43.1
12838,523,0.472275335,0.015,0.088,0.102,0.127,0.094,0.201,0.197,0.176,49.3
12839,13525,0.503142329,0.066,0.117,0.132,0.135,0.136,0.145,0.131,0.138,39.1
12841,106,0.58490566,0,0,0,0,0.075,0,0.462,0.463,64.3
12842,933,0.52733119,0.023,0.061,0.153,0.084,0.033,0.157,0.105,0.384,54
12843,451,0.496674058,0.06,0.129,0.038,0.078,0.053,0.131,0.266,0.245,55.5
12844,238,0.550420168,0,0.139,0.142,0.004,0.063,0.176,0.097,0.379,53
12845,4725,0.519153439,0.018,0.105,0.104,0.08,0.101,0.12,0.209,0.263,52.7
12846,3273,0.497708524,0.041,0.081,0.121,0.115,0.154,0.136,0.164,0.188,44.5
12847,425,0.451764706,0.033,0.085,0.153,0.127,0.035,0.167,0.172,0.228,53.3
12849,265,0.535849057,0,0.148,0.117,0.045,0.106,0.128,0.223,0.233,48.6
12850,3221,0.461036945,0.066,0.168,0.084,0.097,0.155,0.152,0.125,0.153,39.7
12851,227,0.383259912,0.048,0.075,0.031,0.105,0.057,0.097,0.18,0.407,56.8
12852,474,0.512658228,0.008,0.078,0.084,0.074,0.099,0.106,0.154,0.397,59.3
