ZIP,Total_Population,Female.per,under5,14-May,15-24,25-34,35-44,45-54,55-64,65above,Median
13468,453,0.562913907,0.124,0.167,0.11,0.124,0.114,0.093,0.159,0.109,32.8
13469,1162,0.459552496,0.106,0.206,0.056,0.089,0.154,0.196,0.1,0.093,35.9
13470,679,0.484536082,0.028,0.042,0.118,0.063,0.095,0.198,0.29,0.166,54.1
13471,3509,0.489598176,0.048,0.149,0.141,0.09,0.133,0.157,0.152,0.13,39.8
13472,137,0.197080292,0.204,0,0,0.365,0,0,0.226,0.205,33.7
13473,549,0.500910747,0.053,0.084,0.122,0.069,0.097,0.158,0.184,0.233,49.9
13475,43,0.790697674,0,0,0.186,0,0,0.396,0.302,0.116,54.6
13476,3212,0.537982565,0.03,0.118,0.148,0.09,0.134,0.179,0.133,0.168,43.4
13477,1724,0.499419954,0.048,0.133,0.144,0.216,0.093,0.213,0.064,0.089,30.9
13478,2843,0.462891312,0.037,0.153,0.11,0.097,0.106,0.243,0.084,0.17,44.9
13480,3449,0.515801682,0.048,0.105,0.127,0.124,0.097,0.141,0.156,0.202,44.9
13483,238,0.495798319,0.088,0.067,0.222,0.122,0.058,0.134,0.185,0.124,35
13484,259,0.540540541,0,0.374,0.17,0,0.363,0.042,0.05,0.001,15.7
13485,1088,0.501838235,0.052,0.108,0.106,0.084,0.117,0.166,0.148,0.219,46.9
13486,729,0.470507545,0.034,0.125,0.097,0.12,0.157,0.109,0.193,0.165,43
13488,149,0.322147651,0.074,0.135,0.155,0.121,0.107,0.202,0.047,0.159,38.8
13489,628,0.530254777,0.067,0.108,0.137,0.084,0.135,0.189,0.166,0.114,43.2
13490,1694,0.525974026,0.076,0.147,0.154,0.077,0.184,0.091,0.107,0.164,38.8
13491,3508,0.499714937,0.072,0.118,0.138,0.093,0.11,0.139,0.135,0.195,41.7
13492,11516,0.53803404,0.051,0.11,0.093,0.105,0.111,0.167,0.163,0.2,47.4
13493,1775,0.491830986,0.056,0.125,0.129,0.128,0.118,0.145,0.138,0.161,39.8
13494,238,0.605042017,0.029,0.042,0.121,0.092,0.026,0.13,0.269,0.291,55.8
13495,2263,0.480335837,0.061,0.117,0.111,0.212,0.125,0.062,0.138,0.174,34.7
13501,38376,0.517797582,0.077,0.15,0.154,0.134,0.111,0.111,0.111,0.152,33.5
13502,32370,0.502255175,0.061,0.125,0.157,0.128,0.108,0.147,0.116,0.158,37.8
13601,38466,0.489861176,0.082,0.122,0.149,0.18,0.116,0.12,0.106,0.125,32.7
13602,3982,0.08739327,0.02,0.036,0.705,0.193,0.043,0.004,0,-0.001,22.2
13603,10005,0.483558221,0.186,0.179,0.216,0.245,0.134,0.032,0.007,0.001,22.2
13605,4760,0.488445378,0.053,0.17,0.134,0.11,0.108,0.158,0.102,0.165,39
13606,2991,0.472751588,0.081,0.129,0.112,0.159,0.125,0.154,0.115,0.125,35.5
13607,1670,0.511377246,0.056,0.078,0.114,0.112,0.079,0.132,0.168,0.261,49.5
13608,1519,0.465437788,0.077,0.15,0.115,0.175,0.1,0.14,0.112,0.131,34
13612,2685,0.490502793,0.061,0.186,0.117,0.165,0.115,0.118,0.114,0.124,33.6
13613,2168,0.496771218,0.048,0.12,0.125,0.107,0.126,0.146,0.162,0.166,42.5
13614,256,0.5,0.02,0.086,0.055,0.113,0.07,0.207,0.125,0.324,53.2
13615,1094,0.496343693,0.009,0.162,0.12,0.065,0.128,0.124,0.146,0.246,46.7
13616,2144,0.490205224,0.098,0.143,0.147,0.251,0.099,0.066,0.078,0.118,29.9
13617,11483,0.510580859,0.043,0.075,0.342,0.109,0.082,0.108,0.092,0.149,28.2
13618,1787,0.516508114,0.059,0.089,0.088,0.084,0.112,0.141,0.158,0.269,50.1
13619,10863,0.500782473,0.094,0.123,0.148,0.135,0.135,0.11,0.111,0.144,35
13620,2182,0.504582951,0.064,0.172,0.114,0.101,0.122,0.143,0.087,0.197,39
13621,462,0.54978355,0.126,0.091,0.077,0.104,0.18,0.155,0.201,0.066,43.6
13622,2681,0.529653115,0.082,0.156,0.13,0.135,0.114,0.112,0.137,0.134,34.5
13623,22,0.318181818,0,0,0,0.364,0.182,0,0.455,-0.001,43.8
13624,5764,0.44222762,0.048,0.107,0.087,0.189,0.138,0.144,0.116,0.171,38.8
13625,2010,0.470646766,0.055,0.109,0.084,0.099,0.121,0.17,0.15,0.212,47.3
13626,2232,0.484318996,0.065,0.118,0.183,0.139,0.093,0.163,0.12,0.119,33.8
13628,234,0.482905983,0.094,0.128,0.15,0.154,0.047,0.132,0.047,0.248,34.1
13630,1547,0.510665805,0.135,0.155,0.116,0.143,0.096,0.139,0.068,0.148,32.7
13633,334,0.359281437,0.042,0.18,0.153,0.102,0.072,0.174,0.162,0.115,37.4
13634,4675,0.47657754,0.081,0.133,0.138,0.109,0.134,0.156,0.14,0.109,37.4
13635,1085,0.529953917,0.048,0.118,0.157,0.104,0.134,0.116,0.144,0.179,40.8
13636,293,0.607508532,0.075,0.201,0.041,0.143,0.103,0.171,0.109,0.157,38.9
13637,4363,0.460921384,0.106,0.13,0.178,0.258,0.152,0.047,0.07,0.059,28.1
13638,301,0.544850498,0.183,0.086,0.017,0.342,0.064,0.083,0.196,0.029,30.9
13639,201,0.487562189,0.065,0.065,0.11,0.129,0.239,0.055,0.145,0.192,42.8
13640,435,0.475862069,0,0.06,0.014,0.083,0.044,0.152,0.258,0.389,62.4
13641,59,0.372881356,0,0,0,0,0,0,0.186,0.814,79.4
13642,9922,0.436101592,0.043,0.151,0.139,0.108,0.127,0.191,0.117,0.124,39.4
13646,2423,0.500206356,0.061,0.107,0.105,0.134,0.071,0.135,0.185,0.202,46.7
13647,91,0.461538462,0,0,0.077,0,0,0.132,0.275,0.516,70.1
13648,2261,0.508624502,0.044,0.156,0.113,0.102,0.142,0.141,0.139,0.163,41.8
13650,1612,0.509305211,0.019,0.131,0.109,0.132,0.052,0.199,0.143,0.215,49.9
13651,159,0.553459119,0.019,0.038,0.019,0.025,0.076,0.019,0.188,0.616,67.7
13652,1785,0.510364146,0.05,0.108,0.106,0.111,0.125,0.122,0.183,0.195,45.1
13654,3032,0.466688654,0.066,0.209,0.186,0.093,0.114,0.142,0.097,0.093,27.7
13655,3429,0.531350248,0.059,0.096,0.197,0.113,0.077,0.191,0.123,0.144,42
13656,2840,0.470070423,0.06,0.171,0.138,0.124,0.115,0.147,0.125,0.12,36
13658,2137,0.492746841,0.054,0.11,0.101,0.099,0.103,0.204,0.16,0.169,46.6
13659,527,0.506641366,0.053,0.139,0.127,0.105,0.074,0.135,0.213,0.154,45.2
13660,1781,0.516563728,0.075,0.112,0.115,0.114,0.143,0.126,0.135,0.18,40.5
13661,1438,0.519471488,0.057,0.128,0.112,0.089,0.102,0.134,0.17,0.208,46.2
13662,16517,0.545256402,0.062,0.131,0.11,0.119,0.127,0.139,0.14,0.172,42.1
13664,357,0.490196078,0.031,0.068,0.151,0.107,0.177,0.114,0.115,0.237,42.4
13665,881,0.530079455,0.014,0.152,0.124,0.083,0.087,0.225,0.254,0.061,48
13666,211,0.492890995,0.043,0.033,0.123,0.151,0.143,0.161,0.114,0.232,45.1
13667,3025,0.490578512,0.055,0.134,0.15,0.139,0.115,0.112,0.155,0.14,36.6
13668,3470,0.515273775,0.063,0.115,0.092,0.177,0.094,0.112,0.19,0.157,39.5
13669,16103,0.458051295,0.046,0.131,0.099,0.136,0.12,0.164,0.136,0.168,42.6
13670,410,0.475609756,0.034,0.064,0.059,0.044,0.083,0.188,0.232,0.296,56.3
13672,900,0.518888889,0.099,0.131,0.166,0.114,0.12,0.085,0.158,0.127,34.1
13673,2168,0.508302583,0.063,0.143,0.14,0.16,0.11,0.128,0.136,0.12,34.7
13674,141,0.595744681,0.376,0.191,0,0,0.319,0,0.035,0.079,5.6
13675,92,0.597826087,0,0,0.424,0,0,0.228,0.206,0.142,50.3
13676,17060,0.47866354,0.04,0.074,0.388,0.113,0.087,0.083,0.1,0.115,24.8
13677,85,0.411764706,0,0,0.153,0.176,0,0.118,0.294,0.259,56.4
13678,263,0.391634981,0.099,0.095,0.16,0.141,0,0.258,0.03,0.217,49.1
13679,1969,0.509395632,0.07,0.084,0.191,0.09,0.133,0.198,0.126,0.108,40.1
13680,1470,0.519727891,0.082,0.133,0.193,0.109,0.102,0.141,0.137,0.103,33.2
13681,735,0.497959184,0.133,0.141,0.065,0.179,0.098,0.113,0.159,0.112,33.6
13682,978,0.471370143,0.04,0.146,0.122,0.109,0.087,0.199,0.15,0.147,44.8
13684,1188,0.414983165,0.078,0.139,0.103,0.161,0.109,0.123,0.12,0.167,36.7
13685,2299,0.5215311,0.041,0.131,0.134,0.205,0.111,0.125,0.134,0.119,33.8
13687,481,0.532224532,0.019,0.046,0.145,0.11,0.081,0.112,0.2,0.287,54.4
13690,741,0.537112011,0.063,0.117,0.078,0.06,0.093,0.152,0.19,0.247,50.4
13691,2953,0.506603454,0.039,0.139,0.117,0.119,0.151,0.203,0.11,0.122,40.3
13692,43,0.511627907,0,0,0,0,0,0,0,1,73.3
13693,511,0.442270059,0.039,0.16,0.122,0.104,0.118,0.055,0.168,0.234,43.4
13694,1437,0.489909534,0.057,0.114,0.091,0.089,0.1,0.197,0.151,0.201,48.3
13695,141,0.418439716,0,0.035,0.405,0,0,0.1,0.113,0.347,52.3
13696,30,0.466666667,0,0,0,0,0,0.467,0.533,0,-
13697,2068,0.507736944,0.061,0.14,0.113,0.089,0.145,0.101,0.176,0.175,42.5
13730,2799,0.458020722,0.019,0.107,0.096,0.093,0.078,0.26,0.12,0.227,49
13731,1024,0.48828125,0.027,0.059,0.112,0.066,0.108,0.159,0.148,0.321,52
13732,7862,0.512337828,0.042,0.124,0.122,0.077,0.123,0.167,0.142,0.203,46.2
13733,4939,0.485523385,0.048,0.148,0.116,0.088,0.13,0.132,0.146,0.192,43.5
13734,2140,0.560280374,0.087,0.134,0.089,0.091,0.12,0.132,0.163,0.184,43.7
13736,2062,0.51600388,0.088,0.142,0.106,0.106,0.088,0.117,0.175,0.178,41.7
13739,826,0.533898305,0.058,0.061,0.068,0.143,0.089,0.167,0.144,0.27,48.9
13740,499,0.54509018,0.036,0.078,0.082,0.114,0.114,0.146,0.178,0.252,49.5
13743,3746,0.499466097,0.046,0.15,0.111,0.11,0.106,0.12,0.168,0.189,43.1
13744,1175,0.443404255,0.031,0.11,0.096,0.085,0.109,0.181,0.205,0.183,49.6
13746,1987,0.521389029,0.026,0.125,0.158,0.047,0.096,0.191,0.175,0.182,46.7
13748,3795,0.555731225,0.085,0.157,0.113,0.063,0.137,0.122,0.181,0.142,41.6
13750,840,0.432142857,0.043,0.034,0.076,0.135,0.087,0.205,0.115,0.305,53.3
13751,167,0.616766467,0.186,0.192,0,0.186,0.198,0.06,0.138,0.04,31.9
13752,809,0.483312732,0.026,0.105,0.107,0.102,0.048,0.16,0.189,0.263,53.5
13753,5597,0.496337324,0.029,0.074,0.371,0.096,0.078,0.093,0.119,0.14,27.6
13754,3337,0.50374588,0.054,0.091,0.107,0.102,0.118,0.123,0.181,0.224,48.5
13755,1212,0.495049505,0.036,0.077,0.121,0.103,0.1,0.119,0.17,0.274,52.2
13756,447,0.492170022,0.049,0.161,0.043,0.036,0.164,0.135,0.213,0.199,49.2
13757,1106,0.443037975,0.096,0.053,0.094,0.075,0.103,0.138,0.193,0.248,52.7
13760,44320,0.506723827,0.055,0.106,0.122,0.124,0.106,0.152,0.138,0.197,44
13774,334,0.332335329,0.036,0.171,0.314,0.057,0.105,0.189,0.06,0.068,18.9
13775,1626,0.49200492,0.007,0.141,0.125,0.05,0.132,0.154,0.12,0.271,50.3
13776,448,0.660714286,0.04,0.116,0.093,0.049,0.1,0.121,0.177,0.304,54.2
13777,436,0.490825688,0.053,0.11,0.104,0.073,0.16,0.101,0.163,0.236,45
13778,5926,0.50556868,0.052,0.125,0.157,0.092,0.1,0.156,0.155,0.163,42.7
13780,860,0.43255814,0.023,0.054,0.065,0.108,0.035,0.164,0.251,0.3,56.6
13782,687,0.547307132,0.033,0.131,0.143,0.066,0.124,0.072,0.169,0.262,45.4
13783,2403,0.49354973,0.049,0.102,0.15,0.037,0.097,0.165,0.178,0.222,47.9
13784,107,0.448598131,0.15,0.084,0.186,0,0.252,0.019,0.019,0.29,40.1
13786,525,0.403809524,0.078,0.111,0.137,0.097,0.093,0.132,0.149,0.203,43.1
13787,3685,0.518860244,0.074,0.107,0.135,0.064,0.13,0.147,0.19,0.153,44.1
13788,1014,0.448717949,0.066,0.06,0.103,0.113,0.075,0.165,0.185,0.233,50.6
13790,18034,0.538815571,0.063,0.109,0.153,0.142,0.103,0.121,0.124,0.185,37.6
13794,29,0.655172414,0,0.172,0,0.138,0,0,0.69,0,55.6
13795,3581,0.545099134,0.038,0.106,0.16,0.085,0.12,0.168,0.111,0.212,44.7
13796,1456,0.491758242,0.034,0.117,0.098,0.082,0.127,0.193,0.154,0.195,46.3
13797,2235,0.547203579,0.081,0.127,0.135,0.094,0.103,0.122,0.164,0.174,42
13801,1339,0.457057506,0.037,0.133,0.09,0.097,0.119,0.169,0.197,0.158,48.3
13802,598,0.54180602,0.054,0.168,0.135,0.079,0.103,0.214,0.152,0.095,43.4
13803,4302,0.476987448,0.07,0.121,0.159,0.11,0.106,0.182,0.124,0.128,40
13804,578,0.557093426,0.081,0.169,0.124,0.092,0.169,0.156,0.092,0.117,36.7
13806,268,0.417910448,0,0.063,0.06,0.191,0,0.257,0.205,0.224,52.4
13807,1224,0.535130719,0.05,0.13,0.1,0.096,0.088,0.168,0.16,0.208,47.7
13808,1534,0.509126467,0.019,0.061,0.172,0.103,0.097,0.137,0.194,0.217,48.4
13809,2109,0.464675202,0.099,0.108,0.123,0.133,0.152,0.094,0.135,0.156,36.2
13810,1016,0.527559055,0.031,0.084,0.098,0.101,0.091,0.161,0.22,0.214,50.1
13811,4518,0.474767596,0.045,0.132,0.153,0.087,0.111,0.189,0.148,0.135,41.5
13812,2509,0.503387804,0.058,0.134,0.128,0.118,0.129,0.121,0.122,0.19,39.9
13813,631,0.42155309,0,0.164,0.124,0,0.081,0.122,0.174,0.335,57.2
13815,13444,0.528414162,0.07,0.113,0.126,0.125,0.108,0.138,0.143,0.177,41.3
13820,22143,0.53163528,0.028,0.073,0.378,0.082,0.082,0.1,0.107,0.15,27.2
13825,3416,0.513466042,0.037,0.1,0.121,0.097,0.075,0.126,0.199,0.245,50.2
13826,13,1,0,0,0,0,0,0,0,1,-
13827,11392,0.502633427,0.043,0.117,0.11,0.111,0.113,0.154,0.164,0.188,45.4
13830,5124,0.477361436,0.057,0.093,0.132,0.092,0.129,0.117,0.182,0.198,44.8
13832,679,0.512518409,0.016,0.184,0.054,0.132,0.153,0.115,0.181,0.165,40.4
13833,4067,0.492500615,0.04,0.08,0.155,0.102,0.081,0.198,0.166,0.178,47
13834,158,0.215189873,0,0.139,0.411,0,0.158,0.171,0.057,0.064,18.7
13835,1285,0.509727626,0.04,0.107,0.125,0.127,0.122,0.174,0.163,0.142,43.2
13838,4732,0.444209637,0.063,0.139,0.144,0.087,0.146,0.148,0.136,0.137,38.1
13839,990,0.437373737,0.023,0.042,0.089,0.09,0.035,0.105,0.259,0.357,59.5
13841,628,0.536624204,0.032,0.142,0.141,0.083,0.141,0.3,0.08,0.081,42.2
13842,623,0.462279294,0.013,0.016,0.3,0.077,0.075,0.111,0.236,0.172,45.6
13843,2001,0.499250375,0.041,0.149,0.104,0.098,0.141,0.143,0.141,0.183,43.5
13844,930,0.478494624,0.054,0.161,0.191,0.048,0.119,0.132,0.132,0.163,38.5
13845,59,0.271186441,0,0,0.729,0,0,0,0,0.271,-
13846,270,0.455555556,0.015,0.148,0.048,0.059,0.144,0.082,0.178,0.326,57.2
13847,65,0.461538462,0.2,0.108,0.169,0.062,0.108,0.184,0,0.169,27.4
13849,3779,0.501984652,0.048,0.124,0.08,0.103,0.093,0.159,0.174,0.219,47.7
13850,22291,0.514602306,0.038,0.114,0.177,0.087,0.092,0.132,0.154,0.206,44.2
13856,6258,0.53803132,0.053,0.152,0.094,0.132,0.077,0.129,0.168,0.195,44.3
13859,352,0.275568182,0.082,0.17,0.199,0.145,0.04,0.142,0.145,0.077,28.8
13860,95,0.494736842,0.189,0.116,0.2,0.253,0.242,0,0,0,24.9
13861,352,0.619318182,0.088,0.145,0.051,0.122,0.188,0,0.187,0.219,37.9
13862,4504,0.494449378,0.055,0.133,0.144,0.117,0.115,0.13,0.158,0.148,39.4
13863,769,0.521456437,0.064,0.152,0.157,0.13,0.155,0.112,0.123,0.107,34.9
13864,1039,0.472569779,0.086,0.104,0.07,0.116,0.14,0.123,0.191,0.17,42.6
13865,6191,0.47068325,0.038,0.128,0.115,0.104,0.126,0.196,0.153,0.14,44.4
13901,19160,0.507672234,0.048,0.136,0.152,0.11,0.114,0.143,0.139,0.158,39.7
13902,6149,0.50040657,0,0,0.984,0.012,0.002,0,0,0.002,19.6
13903,18099,0.485551688,0.067,0.103,0.141,0.121,0.101,0.143,0.162,0.162,41.8
13904,9769,0.516429522,0.086,0.113,0.124,0.14,0.1,0.129,0.129,0.179,39.3
13905,27767,0.504231642,0.042,0.101,0.216,0.135,0.098,0.109,0.117,0.182,35.5
14001,9609,0.502757831,0.039,0.093,0.158,0.086,0.116,0.195,0.135,0.178,45.4
14004,12363,0.437596053,0.03,0.129,0.096,0.127,0.148,0.18,0.128,0.162,43.3
14005,1865,0.515817694,0.064,0.134,0.132,0.086,0.11,0.186,0.147,0.141,42.5
14006,9826,0.507836353,0.042,0.101,0.132,0.096,0.098,0.147,0.189,0.195,47.4
14008,1450,0.529655172,0.007,0.126,0.131,0.076,0.123,0.255,0.105,0.177,46.6
14009,5368,0.512295082,0.05,0.137,0.134,0.106,0.121,0.144,0.14,0.168,41.4
14011,9859,0.322446496,0.039,0.089,0.142,0.205,0.138,0.179,0.105,0.103,36.7
14012,2453,0.502242152,0.052,0.131,0.127,0.105,0.115,0.166,0.153,0.151,42.4
14013,1742,0.469001148,0.055,0.087,0.111,0.133,0.099,0.191,0.141,0.183,46.1
14020,22725,0.49980198,0.054,0.112,0.123,0.126,0.115,0.142,0.135,0.193,43.3
14024,1770,0.48079096,0.079,0.153,0.114,0.116,0.118,0.166,0.129,0.125,39
14025,2762,0.462708182,0.083,0.096,0.081,0.159,0.098,0.164,0.122,0.197,44.1
14026,655,0.572519084,0.081,0.042,0.024,0.251,0.043,0.258,0.148,0.153,47.7
14028,1558,0.523106547,0.028,0.143,0.098,0.053,0.222,0.161,0.159,0.136,44.1
14030,1663,0.426337943,0.058,0.123,0.071,0.118,0.123,0.161,0.169,0.177,45.6
14031,10069,0.508987983,0.04,0.148,0.104,0.095,0.112,0.159,0.144,0.198,45.3
14032,8187,0.508855503,0.048,0.188,0.138,0.053,0.125,0.225,0.102,0.121,41.9
14033,2045,0.50806846,0.036,0.144,0.073,0.113,0.114,0.189,0.197,0.134,47
14034,2957,0.33310788,0.032,0.048,0.121,0.178,0.13,0.218,0.154,0.119,43.9
14035,103,0.495145631,0.388,0,0,0,0.213,0.058,0.184,0.157,38.7
14036,5092,0.484485467,0.028,0.113,0.126,0.102,0.118,0.205,0.153,0.155,45.7
14037,912,0.497807018,0.049,0.093,0.075,0.086,0.144,0.094,0.247,0.212,49.4
14039,108,0.472222222,0.176,0.111,0.028,0.305,0.083,0.047,0.176,0.074,32.3
14040,2117,0.516296646,0.037,0.136,0.139,0.116,0.078,0.165,0.148,0.181,43.5
14041,179,0.536312849,0.039,0.089,0.262,0.106,0.028,0.118,0.15,0.208,35.1
14042,3960,0.519191919,0.08,0.122,0.14,0.133,0.097,0.148,0.142,0.138,39
14043,24004,0.511873021,0.058,0.085,0.109,0.16,0.112,0.14,0.147,0.189,42.9
14047,6390,0.511111111,0.062,0.084,0.153,0.114,0.11,0.164,0.158,0.155,42.3
14048,14349,0.530002091,0.053,0.114,0.141,0.125,0.11,0.146,0.138,0.173,41.1
14051,20108,0.51337776,0.038,0.145,0.107,0.097,0.113,0.186,0.16,0.154,45.1
14052,16524,0.523238925,0.044,0.12,0.112,0.106,0.116,0.146,0.182,0.174,45.2
14054,1288,0.50310559,0.075,0.113,0.085,0.13,0.099,0.139,0.2,0.159,44.7
14055,1536,0.454427083,0.018,0.078,0.204,0.07,0.076,0.217,0.174,0.163,46
14057,8154,0.464311994,0.047,0.1,0.099,0.114,0.1,0.17,0.194,0.176,48.1
14058,2036,0.525049116,0.073,0.139,0.099,0.138,0.097,0.115,0.187,0.152,41.2
14059,10087,0.517200357,0.038,0.107,0.105,0.058,0.101,0.159,0.209,0.223,50.5
14060,349,0.461318052,0.029,0.106,0.032,0.069,0.083,0.24,0.16,0.281,51
14061,307,0.501628664,0.075,0.075,0.108,0.199,0.127,0.11,0.188,0.118,38.8
14062,3073,0.466970387,0.049,0.126,0.08,0.1,0.104,0.166,0.164,0.211,48.2
14063,14538,0.516989957,0.053,0.08,0.316,0.076,0.086,0.104,0.138,0.147,30.6
14065,1725,0.517681159,0.09,0.13,0.068,0.105,0.122,0.151,0.158,0.176,43.3
14066,1101,0.496821072,0.046,0.108,0.115,0.101,0.119,0.148,0.166,0.197,45.7
14067,5691,0.518889475,0.063,0.161,0.084,0.116,0.136,0.138,0.164,0.138,39.1
14068,7141,0.539700322,0.033,0.108,0.129,0.064,0.091,0.153,0.136,0.286,51.1
14069,842,0.408551069,0.051,0.124,0.045,0.039,0.115,0.16,0.285,0.181,53.8
14070,6356,0.393486469,0.028,0.091,0.099,0.195,0.132,0.145,0.136,0.174,41.4
14072,20735,0.505377381,0.053,0.128,0.123,0.105,0.129,0.143,0.165,0.154,41.7
14075,43112,0.534700315,0.047,0.116,0.114,0.116,0.114,0.142,0.16,0.191,44.4
14080,4249,0.493292539,0.019,0.103,0.131,0.092,0.1,0.215,0.171,0.169,47.2
14081,3154,0.509511731,0.066,0.103,0.119,0.084,0.115,0.159,0.162,0.192,45.7
14082,428,0.518691589,0.028,0.054,0.093,0.091,0.091,0.177,0.299,0.167,51.8
14085,7308,0.484811166,0.05,0.16,0.119,0.109,0.151,0.14,0.148,0.123,39.9
14086,32875,0.507163498,0.048,0.141,0.12,0.097,0.138,0.167,0.138,0.151,42.3
14091,916,0.495633188,0.117,0.11,0.07,0.151,0.107,0.178,0.136,0.131,39.1
14092,11399,0.523028336,0.034,0.102,0.104,0.11,0.085,0.13,0.171,0.264,51.3
14094,49463,0.513515153,0.052,0.113,0.126,0.129,0.116,0.143,0.153,0.168,42.3
14098,2876,0.474617524,0.053,0.145,0.115,0.113,0.105,0.158,0.181,0.13,43.1
14101,2181,0.502980284,0.055,0.135,0.148,0.074,0.09,0.147,0.151,0.2,44.7
14102,1290,0.585271318,0.064,0.128,0.103,0.181,0.064,0.164,0.102,0.194,40.1
14103,10601,0.497311574,0.054,0.118,0.133,0.129,0.105,0.135,0.144,0.182,41.3
14105,4303,0.517545898,0.054,0.125,0.115,0.115,0.101,0.183,0.154,0.153,44
14108,5756,0.489923558,0.048,0.148,0.104,0.105,0.134,0.161,0.09,0.21,43.2
14109,1174,0.649914821,0,0,0.984,0.009,0,0.007,0,0,19.4
14111,3738,0.464151953,0.054,0.172,0.104,0.108,0.121,0.217,0.101,0.123,40.9
14113,560,0.491071429,0.084,0.03,0.166,0.166,0.084,0.102,0.196,0.172,43.2
14120,44864,0.506307953,0.059,0.11,0.123,0.121,0.113,0.157,0.143,0.174,42.9
14125,3798,0.489731438,0.068,0.102,0.123,0.141,0.131,0.156,0.125,0.154,40
14126,510,0.456862745,0.033,0.071,0.198,0,0.141,0.127,0.349,0.081,49.5
14127,30578,0.521420629,0.04,0.127,0.122,0.077,0.115,0.173,0.147,0.199,45.7
14129,1539,0.515919428,0.044,0.126,0.133,0.088,0.115,0.148,0.162,0.184,44.4
14130,128,0.375,0.023,0.094,0.102,0.023,0.07,0.273,0.179,0.236,53.7
14131,5382,0.478075065,0.027,0.063,0.165,0.097,0.104,0.203,0.169,0.172,48.4
14132,6171,0.468643656,0.042,0.142,0.134,0.09,0.127,0.183,0.143,0.139,42.5
14134,125,0.568,0.04,0.256,0.064,0.064,0.168,0.184,0,0.224,41.6
14135,114,0.5,0.061,0,0.096,0,0.044,0.193,0.491,0.115,61.9
14136,5157,0.526662788,0.071,0.123,0.123,0.12,0.107,0.14,0.154,0.162,41
14138,2152,0.476765799,0.092,0.169,0.111,0.107,0.099,0.166,0.117,0.139,36
14139,2417,0.485726107,0.089,0.121,0.067,0.123,0.145,0.19,0.106,0.159,42.4
14141,7424,0.490840517,0.066,0.132,0.092,0.083,0.128,0.166,0.14,0.193,44.7
14143,1208,0.521523179,0.038,0.091,0.116,0.109,0.127,0.128,0.134,0.257,47.4
14145,1744,0.524082569,0.036,0.126,0.164,0.05,0.124,0.18,0.154,0.166,45.1
14150,41095,0.532862879,0.049,0.096,0.108,0.157,0.09,0.153,0.142,0.205,45.1
14167,1759,0.466742467,0.083,0.091,0.107,0.132,0.072,0.145,0.196,0.174,45.7
14168,96,0.604166667,0,0.354,0.115,0.354,0.115,0.031,0.031,0,32.1
14169,201,0.577114428,0,0.114,0.134,0,0.154,0.189,0.144,0.265,51.3
14170,2655,0.494538606,0.04,0.147,0.139,0.059,0.125,0.132,0.225,0.133,44.3
14171,2054,0.505842259,0.066,0.12,0.113,0.105,0.111,0.132,0.158,0.195,43.2
14172,2999,0.504501501,0.054,0.113,0.085,0.059,0.178,0.141,0.153,0.217,45.6
14173,396,0.452020202,0,0.063,0.089,0.03,0.131,0.28,0.323,0.084,47.9
14174,5412,0.477827051,0.045,0.098,0.137,0.091,0.097,0.165,0.181,0.186,47.8
14201,11711,0.527111263,0.054,0.114,0.181,0.209,0.114,0.114,0.105,0.109,31.3
14202,3419,0.442819538,0.044,0.056,0.158,0.234,0.131,0.083,0.159,0.135,35.5
14203,1807,0.540121749,0.056,0.077,0.081,0.279,0.084,0.097,0.147,0.179,36.1
14204,8687,0.601473466,0.084,0.126,0.119,0.113,0.102,0.114,0.152,0.19,40.8
14206,20352,0.517541274,0.066,0.119,0.111,0.157,0.105,0.136,0.153,0.153,38.6
14207,23383,0.521489971,0.094,0.162,0.151,0.164,0.125,0.109,0.116,0.079,31.2
14208,11514,0.5769498,0.066,0.133,0.267,0.091,0.081,0.089,0.108,0.165,28.1
14209,7693,0.540881321,0.039,0.081,0.166,0.188,0.096,0.125,0.126,0.179,37.1
14210,14379,0.484317407,0.086,0.107,0.14,0.192,0.108,0.13,0.129,0.108,34.1
14211,22017,0.549302811,0.08,0.163,0.176,0.122,0.117,0.11,0.129,0.103,31
14212,10611,0.514183395,0.082,0.144,0.127,0.144,0.105,0.137,0.134,0.127,35.2
14213,24258,0.481449419,0.092,0.172,0.16,0.188,0.127,0.103,0.075,0.083,28.9
14214,20381,0.485648398,0.048,0.098,0.223,0.189,0.101,0.12,0.113,0.108,30.7
14215,39458,0.555502053,0.057,0.141,0.201,0.122,0.113,0.131,0.117,0.118,32.7
14216,22171,0.5096748,0.05,0.073,0.131,0.214,0.138,0.127,0.134,0.133,37.2
14217,22815,0.522770107,0.047,0.104,0.098,0.148,0.126,0.155,0.134,0.188,43.2
14218,18912,0.514065144,0.086,0.116,0.119,0.153,0.107,0.129,0.134,0.156,37.6
14219,11501,0.506564647,0.06,0.1,0.117,0.147,0.114,0.162,0.139,0.161,41.9
14220,24132,0.515498094,0.064,0.112,0.133,0.148,0.127,0.146,0.132,0.138,37.6
14221,54603,0.531307804,0.048,0.104,0.114,0.094,0.105,0.14,0.148,0.247,47.6
14222,14377,0.503790777,0.028,0.049,0.271,0.24,0.101,0.096,0.1,0.115,29.7
14223,23111,0.527194842,0.056,0.116,0.102,0.148,0.115,0.127,0.154,0.182,41.5
